Ruth Powell	4-(482)899-1307
Mary Nguyen	6-(176)922-8245
Robin Moore	0-(542)307-1006
Helen Ford	4-(543)186-1389
Tammy Stone	6-(811)311-6913
Jennifer Flores	4-(050)155-5300
Marie Gardner	4-(939)985-4430
Kelly Wells	6-(149)587-5965
Gloria Hicks	3-(014)036-0580
Bonnie Washington	3-(586)483-1346
Nancy Palmer	0-(203)960-0986
Sara Walker	7-(053)259-3899
Deborah Howard	2-(183)392-9148
Rebecca Ward	9-(671)176-2945
Ruth Romero	3-(378)465-4999
Rose Wood	2-(131)552-7759
Tina Ross	1-(226)692-6314
Carol Alvarez	5-(001)786-4442
Annie Foster	7-(029)537-5384
Nicole Nichols	8-(715)753-0221
Cheryl Phillips	6-(746)072-9948
Heather Collins	4-(939)658-7144
Mary Porter	1-(181)141-1845
Martha Ray	3-(490)796-5541
Brenda Gonzales	1-(888)326-5613
Martha Ferguson	4-(417)398-6333
Cynthia Anderson	0-(602)656-5862
Gloria Kelly	1-(584)560-6170
Teresa Woods	4-(238)062-9176
Julie Henry	5-(978)958-9370
Ann Weaver	7-(091)442-9374
Lois Sullivan	2-(962)013-8974
Teresa Lee	6-(415)292-0618
Ruth Hanson	0-(954)401-0764
Julie Stewart	8-(062)459-4137
Sarah Ellis	9-(003)922-3693
Cheryl Wells	3-(052)251-2639
Janet Barnes	8-(567)789-6911
Helen Hanson	1-(318)289-3747
Tammy Lynch	2-(434)095-6889
Ashley Welch	8-(530)352-4750
Julie Dixon	1-(658)603-8363
Michelle White	2-(559)899-9964
Joan Ross	6-(891)599-7963
Jennifer Murphy	5-(646)423-0740
Melissa Robertson	3-(214)695-2634
Kathy Ray	9-(434)465-2541
Annie Stanley	9-(374)266-3641
Barbara Smith	6-(590)654-0286
Kimberly Hawkins	6-(569)545-9210
Louise Jenkins	1-(871)967-9733
Diana Mccoy	1-(227)051-1708
Melissa Carpenter	3-(610)706-3839
Frances Smith	0-(668)073-5669
Helen Harrison	1-(717)912-9077
Laura Dixon	3-(704)643-5456
Lillian Baker	8-(546)928-2704
Jacqueline Woods	6-(405)895-8554
Amy Gomez	3-(972)211-9721
Norma Hawkins	7-(147)968-0399
Margaret White	6-(996)484-8015
Jacqueline Montgomery	1-(047)458-7876
Marie Watson	3-(318)329-7741
Sharon Austin	1-(394)933-4842
Debra Armstrong	0-(436)106-0829
Beverly Bennett	8-(218)035-2524
Judy Dixon	9-(438)402-3909
Diane Sanchez	3-(008)494-7167
Marilyn Henry	9-(401)547-7004
Jessica Jacobs	3-(119)395-7362
Sara Jordan	0-(758)531-9981
Laura Arnold	3-(207)133-3705
Judy Ramirez	6-(951)186-6809
Margaret Porter	9-(451)908-1754
Jessica Larson	1-(414)268-2788
Amanda Graham	2-(346)794-2867
Carol Arnold	7-(032)095-4095
Karen Roberts	9-(536)732-6618
Amy Hunter	3-(146)803-4398
Virginia Thomas	4-(384)880-2250
Sandra Mason	5-(535)061-8979
Judith Pierce	0-(473)996-7136
Lori Mitchell	6-(244)625-1605
Kathleen Carpenter	6-(999)315-8663
Linda Scott	8-(847)343-7403
Diane Kennedy	2-(212)772-9560
Annie Gomez	1-(946)478-7497
Janice Burton	4-(216)114-2810
Judy Riley	5-(866)361-9122
Anne Wood	4-(761)884-2905
Lori Tucker	0-(112)237-5312
Kelly Butler	4-(872)246-5942
Laura Holmes	3-(534)197-1422
Julie Dunn	8-(863)753-4497
Jennifer Sanchez	4-(569)241-0628
Jacqueline Garza	2-(407)433-8134
Stephanie White	2-(857)153-7427
Christine Palmer	8-(586)373-1120
Cheryl Edwards	9-(967)022-8991
Ashley Clark	2-(509)275-2615
Amy Young	9-(297)314-5101
Sarah Sanders	9-(990)533-3157
Linda Evans	5-(556)390-3183
Barbara Rice	6-(097)190-1915
Irene Reynolds	5-(308)515-9077
Tina Reid	9-(993)515-3920
Judy Crawford	7-(476)094-8992
Judy Freeman	3-(725)813-5515
Mildred Carpenter	1-(024)475-7525
Marie Simmons	1-(890)158-0990
Evelyn Romero	1-(823)656-0974
Mary Little	4-(366)766-7850
Ann Flores	7-(156)547-2500
Judy Fox	4-(775)849-5243
Marie Carr	5-(042)314-8642
Anne Austin	6-(607)491-4262
Catherine Berry	8-(449)477-1594
Sara Perry	7-(551)918-4791
Jessica Walker	2-(158)210-9489
Joyce Davis	5-(344)877-1241
Katherine Washington	3-(189)475-0827
Evelyn Moreno	8-(487)123-7469
Diane Mccoy	8-(416)293-7150
Christina Garcia	3-(987)111-0685
Jennifer Reed	7-(724)680-5610
Wanda Torres	0-(768)529-4703
Betty Johnson	3-(940)238-8426
Nicole Willis	0-(823)942-5325
Andrea Fuller	3-(044)604-4949
Marie Harper	8-(563)285-8743
Julia Marshall	0-(985)388-3716
Patricia Castillo	7-(600)133-9009
Doris Romero	3-(628)529-8114
Robin Grant	1-(689)329-7566
Joyce Bryant	4-(431)353-3614
Margaret Rodriguez	7-(729)807-4220
Ann Ramirez	8-(667)411-6593
Marie Gardner	9-(673)120-3360
Tina Green	1-(212)980-3043
Teresa Ortiz	8-(872)834-3972
Laura Ruiz	8-(631)692-3153
Stephanie Alvarez	4-(271)661-6366
Frances Harper	0-(785)259-0237
Julie Jacobs	3-(566)565-9758
Diane Simpson	4-(064)178-2043
Frances Baker	9-(992)485-0145
Jane Hanson	1-(902)240-3349
Stephanie Johnston	0-(988)092-5528
Amy Roberts	8-(849)836-4524
Mildred Ortiz	5-(627)805-8269
Kathleen Wallace	7-(058)189-8988
Jennifer Owens	5-(420)503-6231
Elizabeth Mitchell	7-(287)522-8843
Beverly Freeman	0-(989)332-4298
Amy Gonzales	1-(255)725-4114
Christina Gonzales	7-(829)331-7621
Susan Ellis	5-(223)796-1976
Julie Mills	6-(105)282-0031
Ruby Andrews	9-(754)853-0434
Lillian Chavez	2-(276)085-7585
Gloria Anderson	8-(300)038-1965
Amy Long	1-(680)177-0442
Marilyn Wagner	4-(664)705-3585
Rebecca Rose	1-(267)525-1620
Marilyn Black	7-(392)491-1502
Ann Harris	0-(856)978-3218
Christina Lawson	7-(102)707-2724
Martha Mccoy	1-(356)256-6444
Evelyn Riley	4-(925)176-9335
Heather Romero	5-(509)995-2086
Denise Snyder	7-(725)496-3020
Heather Fox	1-(895)211-5386
Frances Ellis	0-(363)050-7200
Theresa Jordan	2-(873)627-6775
Jacqueline Sullivan	4-(108)268-4674
Marie Jacobs	3-(765)971-7311
Laura Grant	0-(238)118-0168
Nicole Mason	8-(130)211-0883
Margaret Lopez	0-(522)926-1355
Tammy Turner	3-(071)487-2407
Michelle Martin	8-(121)469-2953
Shirley Lopez	4-(217)404-0604
Anne Gardner	3-(978)947-1103
Katherine Daniels	1-(605)915-0166
Teresa Payne	2-(316)888-4563
Ruth Nguyen	3-(832)087-2055
Sara Daniels	3-(563)990-5869
Amy Moore	4-(808)730-7713
Marilyn Peterson	0-(790)735-7604
Sandra Wells	6-(353)464-4797
Kathy Ramirez	5-(788)418-7647
Wanda Price	9-(879)871-4154
Tina Wood	4-(878)231-2284
Cheryl Daniels	4-(059)529-6329
Gloria Sullivan	5-(360)196-2531
Frances Anderson	0-(533)502-9213
Tina Peterson	1-(353)826-5243
Ann Johnson	3-(780)299-6952
Annie Marshall	8-(483)888-6615
Christine Rivera	1-(427)630-2665
Evelyn Castillo	3-(087)359-5494
Shirley Holmes	9-(238)141-3331
Laura Burton	9-(268)165-3376
Carol Sims	7-(661)180-5795
Julie Kim	9-(635)550-9316
Karen Cox	6-(400)005-5431
Ruby Jacobs	5-(828)771-7329
Emily Ross	1-(890)111-5865
Theresa Ryan	1-(042)336-2767
Alice Arnold	0-(316)971-6269
Frances Bradley	6-(683)550-5832
Sara Allen	7-(498)828-9199
Anna Sanchez	3-(773)387-1628
Rebecca Medina	5-(316)902-7985
Ashley Castillo	5-(605)945-7716
Lois Henry	9-(477)177-6063
Lois Riley	6-(534)078-7694
Gloria Williams	9-(754)259-6912
Bonnie Hicks	6-(728)402-3158
Brenda Hart	1-(942)777-1655
Kimberly Harper	1-(616)217-5796
Deborah Stevens	9-(988)419-7931
Jessica Grant	1-(551)104-3566
Ann Johnston	5-(080)633-3282
Wanda Holmes	1-(665)761-2627
Carolyn Griffin	7-(211)039-9512
Lois Franklin	9-(498)291-9111
Robin Martin	2-(714)123-2750
Deborah Morrison	0-(946)141-3436
Rachel Gray	0-(856)658-7340
Linda Stevens	4-(109)475-2339
Doris Walker	6-(462)308-0589
Janet Garcia	5-(012)770-5163
Virginia Fowler	4-(924)854-5803
Debra Day	8-(153)110-0585
Donna Wells	8-(155)339-5437
Mary Sanders	2-(442)525-4884
Diana Mcdonald	0-(709)299-1725
Jacqueline Burke	9-(314)501-3059
Lisa Alexander	0-(350)809-8991
Rachel Watkins	4-(415)864-5278
Beverly Mcdonald	8-(393)826-0547
Pamela Armstrong	4-(072)082-1793
Heather Arnold	3-(989)540-0899
Janice Fields	0-(532)304-6700
Pamela Day	2-(441)356-6615
Susan Hughes	7-(221)157-6933
Bonnie Matthews	1-(291)443-6489
Gloria Jenkins	6-(279)845-8285
Angela Flores	6-(861)996-5904
Julie Lewis	4-(307)858-5888
Julia Evans	4-(624)136-4072
Ann Cruz	2-(681)928-2115
Rebecca Brooks	3-(343)171-0356
Annie Jacobs	6-(767)454-8037
Linda Simmons	6-(511)618-5088
Sarah Roberts	2-(025)075-2771
Heather Watkins	5-(820)957-9443
Ruby Lawrence	7-(557)498-0956
Kathy Stone	1-(272)487-9804
Melissa Clark	9-(131)548-4550
Betty Pierce	7-(109)161-4453
Angela Harris	6-(419)578-4259
Robin Cole	5-(552)563-6734
Judith Fields	5-(829)889-9381
Jean Cook	4-(190)248-9184
Jacqueline Hanson	2-(169)063-3994
Debra Carr	6-(500)512-4658
Betty Carpenter	1-(568)858-1229
Christina Elliott	1-(788)359-8235
Diana Dixon	9-(015)652-2815
Stephanie Jordan	2-(482)911-1959
Lori Bell	8-(967)823-2029
Katherine Hansen	6-(616)294-9064
Julia Reid	2-(962)213-1640
Amanda Jenkins	7-(812)731-4582
Patricia Garcia	3-(241)371-3374
Sara Barnes	6-(223)891-0066
Lois King	5-(319)672-4834
Shirley Bishop	6-(708)922-0019
Judith Torres	3-(659)449-3657
Denise Chavez	7-(906)983-2032
Ashley Hernandez	3-(879)389-1227
Sandra Ferguson	4-(488)127-6663
Rose Henderson	5-(023)525-5282
Melissa Garrett	7-(051)846-2846
Annie Montgomery	1-(025)981-1501
Alice Romero	0-(631)970-8499
Judith Morrison	9-(610)474-6131
Sarah Graham	5-(252)800-7679
Robin Castillo	6-(768)460-2998
Gloria Howell	2-(700)268-6219
Jane Ryan	0-(450)830-9631
Patricia Mccoy	3-(867)251-7803
Pamela Medina	5-(268)257-3505
Angela Wood	8-(957)215-6002
Joyce Watkins	0-(520)118-0072
Amy Austin	1-(128)609-8952
Teresa Bennett	9-(346)282-1411
Rachel Owens	3-(106)826-5413
Kimberly Wheeler	0-(790)693-0703
Heather Stanley	6-(486)257-3448
Patricia Peterson	5-(954)596-9316
Rose Castillo	5-(288)667-9728
Donna Gardner	7-(597)910-8434
Kathryn Duncan	8-(786)608-6486
Maria Parker	0-(189)240-2531
Deborah Duncan	5-(273)050-3482
Wanda Turner	8-(163)257-4831
Katherine Oliver	6-(413)786-5988
Robin Carr	1-(841)977-5054
Lori Harrison	9-(235)308-5352
Paula Wallace	6-(670)415-4547
Pamela Little	8-(035)158-1302
Diana Boyd	8-(186)751-7036
Nicole Black	1-(044)872-1546
Kelly Russell	7-(898)175-6277
Kimberly Ryan	1-(489)271-6050
Janet Garcia	8-(690)616-5401
Cheryl Stewart	4-(635)416-9284
Beverly Fisher	8-(463)383-0707
Margaret Cox	7-(626)403-0667
Kathy Mitchell	4-(696)380-0568
Martha Lynch	1-(829)373-1037
Diane Martinez	2-(574)018-2450
Christine King	0-(352)306-1355
Lisa Hawkins	2-(682)967-4374
Andrea Hudson	5-(855)700-1686
Barbara Ward	6-(495)404-5319
Christine Scott	4-(070)916-2831
Ruth Scott	4-(890)023-5500
Carol Hunt	7-(305)534-6088
Theresa Carroll	7-(572)096-0811
Ruth Reed	0-(876)831-8180
Patricia Schmidt	4-(407)304-9573
Ruby Howard	2-(233)433-2382
Katherine Cox	0-(150)319-5955
Debra Mccoy	4-(311)518-3426
Ann Greene	3-(003)178-5176
Deborah Thomas	2-(344)803-6986
Sandra Chapman	1-(949)238-8133
Virginia Bailey	9-(626)445-7992
Joan Payne	7-(685)209-4590
Debra Bryant	8-(670)396-2420
Andrea Carroll	3-(136)025-8760
Bonnie Lee	3-(014)387-7932
Martha Kelly	8-(354)555-1327
Jessica Pierce	0-(474)670-0482
Karen Owens	1-(232)963-1505
Sandra Gonzalez	9-(087)393-3473
Katherine Johnson	2-(362)294-0374
Jessica Garza	8-(694)885-0977
Janice Torres	0-(227)813-0719
Angela Weaver	2-(613)737-1008
Susan Fowler	6-(000)923-3678
Kathy Murphy	3-(723)010-4133
Christine Nguyen	8-(559)511-2543
Kimberly Hicks	2-(615)676-1816
Julia Alvarez	8-(550)884-9867
Jean Kelly	7-(002)434-5882
Donna Ellis	3-(459)346-9678
Ruth Greene	6-(230)050-2728
Nicole Greene	9-(993)273-4324
Judith Garcia	6-(623)418-2098
Bonnie Hunter	8-(789)403-8088
Mildred Harris	8-(773)106-0850
Frances Grant	3-(068)999-0504
Virginia Mitchell	1-(783)766-6632
Donna West	4-(785)394-5291
Ruth Mendoza	7-(158)959-3962
Christina Powell	2-(146)333-5384
Bonnie Rodriguez	8-(065)512-2472
Marie Stanley	8-(089)724-3248
Beverly Coleman	2-(678)605-7209
Linda Gutierrez	5-(044)886-6151
Tina White	3-(352)303-7522
Joyce Brown	5-(873)795-5283
Phyllis Rivera	8-(181)721-5037
Phyllis White	3-(023)870-3600
Gloria Ryan	4-(213)080-5708
Ashley Ford	2-(415)248-8600
Lillian Kennedy	9-(779)863-4247
Joyce Garza	3-(930)381-9144
Maria Hunt	4-(956)587-4830
Virginia Edwards	6-(900)964-9331
Ruth Bell	2-(203)699-3444
Donna Reid	7-(979)765-0877
Sarah Dunn	4-(028)967-8442
Emily Wallace	8-(103)014-9409
Norma Freeman	1-(403)802-3597
Patricia Duncan	3-(116)475-3604
Barbara Davis	3-(205)118-5566
Kathy Banks	4-(731)124-5116
Lois King	9-(255)452-0031
Donna Hunt	9-(195)090-7457
Pamela Rivera	7-(726)255-2465
Michelle Allen	4-(935)591-2923
Heather Olson	4-(255)971-6906
Nancy Gilbert	9-(432)171-4244
Diana Wilson	3-(647)673-5464
Julie Barnes	6-(029)814-4870
Cheryl Boyd	2-(091)853-8969
Phyllis Woods	6-(190)269-1989
Paula Jordan	2-(818)080-8385
Phyllis Ramirez	0-(885)016-4202
Jacqueline Patterson	0-(954)190-0403
Cynthia Fisher	4-(030)861-5962
Kathryn Brooks	1-(467)147-9676
Margaret Hansen	9-(591)384-9099
Rebecca Parker	9-(057)079-5268
Alice Reed	4-(909)165-9578
Virginia Dunn	1-(306)006-6870
Mary Sanchez	7-(428)600-8138
Diane Freeman	4-(917)049-3719
Nancy Russell	4-(996)898-6056
Katherine Lynch	3-(910)710-6264
Theresa Dunn	0-(645)838-5822
Jessica Sanchez	2-(910)708-9587
Kathleen Phillips	4-(176)878-9164
Joyce Parker	0-(814)535-9735
Phyllis Ferguson	5-(986)066-5130
Melissa Ruiz	0-(870)958-2749
Doris Allen	8-(743)564-6590
Mildred Mason	0-(235)814-0510
Robin Morris	0-(060)806-1580
Amy Jenkins	2-(924)681-9414
Tina Lawrence	3-(891)966-6776
Tina Bennett	6-(292)866-9972
Tammy Taylor	4-(662)494-8427
Elizabeth Ward	1-(057)038-1598
Mildred Duncan	4-(985)196-8205
Maria Bailey	0-(400)057-4300
Shirley Barnes	2-(834)156-5063
Jennifer Long	0-(105)009-9176
Anne Thomas	0-(485)184-5492
Karen Rogers	5-(741)038-2694
Anne Martin	7-(253)500-5404
Joan Ramirez	9-(832)089-5726
Janet Miller	1-(852)966-9438
Frances Cole	8-(796)806-8015
Rachel Thompson	5-(101)550-0519
Diane Harrison	7-(739)079-4415
Laura Gomez	7-(375)559-7401
Michelle Morrison	6-(127)291-7163
Cynthia Ross	5-(888)423-6415
Rebecca Bailey	1-(114)597-4068
Diana Mason	6-(536)784-9628
Paula Thomas	6-(005)392-5256
Robin Flores	7-(201)151-1333
Sara Campbell	9-(943)013-2561
Pamela Miller	8-(315)693-5281
Maria Chapman	4-(713)987-2280
Christine Young	0-(148)674-4490
Kathryn Scott	3-(775)949-4318
Annie Banks	5-(221)456-3164
Annie Sanchez	6-(426)294-0060
Kimberly Robinson	8-(996)988-4194
Joan Brown	1-(160)811-7092
Jean West	3-(771)747-5709
Theresa Bailey	6-(175)135-6995
Karen Austin	4-(568)609-9311
Mildred Jackson	6-(089)739-7421
Elizabeth Ford	9-(314)031-5020
Sharon Reid	3-(590)893-0520
Doris Morrison	5-(629)851-0235
Wanda Tucker	3-(037)516-7036
Susan Ford	5-(212)549-7231
Elizabeth Chapman	2-(602)169-4732
Laura Hill	7-(689)837-9779
Amanda Black	1-(531)789-0869
Virginia Kelley	4-(245)539-4117
Cheryl King	3-(934)944-1407
Elizabeth Watson	4-(959)068-4582
Brenda Rogers	2-(885)962-9046
Amy Garza	5-(411)213-2750
Carol Baker	4-(862)318-5794
Ann Cruz	6-(252)005-7888
Marilyn Mitchell	3-(161)682-1583
Cheryl Austin	7-(878)230-8143
Marie Shaw	1-(519)038-0626
Diana Edwards	5-(850)509-0487
Jean Wheeler	5-(751)924-2082
Linda Wilson	3-(005)406-1348
Janet Mcdonald	2-(231)295-6169
Joan Harvey	9-(162)597-3862
Sara Bailey	8-(569)868-0223
Katherine Johnson	2-(364)934-8216
Patricia Owens	3-(807)698-6018
Theresa Stevens	6-(037)020-8491
Kathy Wright	3-(834)614-4108
Sarah Jacobs	8-(871)444-9279
Nancy Fox	1-(449)291-3409
Annie Hunt	0-(260)735-4692
Paula Dixon	2-(448)974-1448
Mildred Crawford	9-(205)882-5672
Kimberly Duncan	7-(879)912-8566
Norma Cruz	4-(039)150-5948
Virginia Davis	9-(317)065-1322
Kathy Knight	6-(288)265-6102
Rose Ruiz	7-(984)737-7456
Lois Rose	6-(961)583-9754
Joan Jenkins	8-(964)433-8556
Elizabeth Fox	4-(738)965-0626
Amanda Garza	0-(059)834-2052
Virginia Mccoy	8-(444)150-1320
Amy Murray	1-(836)236-9473
Nancy Sanders	4-(651)716-2368
Rachel Mendoza	4-(983)617-5539
Barbara Simpson	4-(281)078-9309
Kathleen Palmer	6-(152)736-0206
Maria Carroll	5-(514)379-7899
Betty Simpson	6-(724)581-5811
Doris Cole	6-(981)659-9501
Helen Schmidt	5-(416)581-8248
Kathryn Woods	0-(122)975-3811
Janice Fisher	6-(926)998-3193
Kathy Wallace	2-(622)983-6092
Katherine Anderson	7-(198)505-3494
Karen Harris	4-(689)286-3080
Brenda Rose	1-(561)603-8743
Christine Rogers	6-(993)709-7481
Lori Peters	7-(259)657-0522
Rose Banks	4-(142)757-1462
Susan Hayes	0-(280)970-1722
Annie Hunter	8-(917)754-5531
Joan Frazier	5-(943)032-3856
Diana Garza	4-(006)629-0775
Carol Simmons	5-(984)340-3397
Alice Fox	5-(446)534-4595
Christine Scott	4-(040)848-9278
Tina Brown	2-(341)202-6346
Gloria Dunn	2-(020)357-3664
Stephanie Nichols	5-(386)183-2096
Ruby Brooks	0-(174)546-3806
Laura Mills	9-(209)619-0517
Jean Gardner	3-(662)429-8258
Nicole Lee	4-(842)359-5026
Kathy Mccoy	1-(252)078-1576
Robin Matthews	0-(284)155-6455
Virginia Lane	3-(375)502-8984
Karen Stephens	7-(207)808-7089
Cynthia Kim	1-(132)577-5957
Maria Little	1-(826)053-9514
Mary Dunn	6-(064)160-3824
Jane Oliver	1-(742)297-6937
Robin Henderson	4-(381)371-3710
Joyce Dixon	5-(460)052-5228
Michelle Fuller	7-(249)320-1993
Julie Stewart	0-(872)399-7061
Janet Wallace	0-(295)366-9386
Cheryl Fuller	1-(671)094-5447
Annie Stanley	0-(194)779-7643
Kelly Dixon	6-(347)133-4382
Catherine Dunn	0-(785)922-3152
Robin Cooper	9-(475)467-7707
Margaret Gonzalez	0-(469)542-7092
Gloria Henderson	7-(333)823-9813
Patricia Larson	7-(990)258-4455
Alice Taylor	7-(527)074-7124
Paula Meyer	5-(985)155-2035
Shirley Mills	7-(993)114-9665
Janice Holmes	8-(867)857-3246
Kathy Ferguson	3-(693)086-6530
Lillian Murphy	4-(532)314-4927
Julie Young	3-(702)324-2882
Kathleen Woods	1-(275)534-8059
Jean Edwards	8-(107)426-3825
Kathryn Carter	3-(157)116-2771
Rachel Cole	2-(870)084-7120
Nancy Owens	5-(730)648-8425
Emily Flores	5-(036)105-5407
Janice Hicks	9-(565)216-1834
Lisa Jordan	1-(065)716-8671
Gloria Cox	7-(256)669-0734
Evelyn Williamson	4-(364)750-8709
Sarah Evans	7-(499)494-2502
Janice Porter	6-(095)264-7828
Judith Ford	5-(092)047-8645
Louise Marshall	7-(046)276-4319
Pamela Gutierrez	6-(094)960-8343
Pamela Adams	9-(799)262-1266
Kelly Fuller	6-(617)107-2314
Sara Lawrence	6-(921)860-0520
Virginia Carter	0-(339)423-3901
Anna Miller	3-(930)125-4236
Evelyn Stone	7-(900)477-2003
Robin Crawford	4-(373)649-5865
Stephanie Anderson	4-(366)274-2679
Paula George	1-(080)927-8430
Patricia Scott	8-(113)952-7626
Patricia Rogers	1-(205)115-0290
Annie Miller	7-(934)877-1039
Kathy Chapman	8-(850)247-3272
Barbara Gilbert	2-(367)183-7853
Anna Wallace	5-(407)684-1021
Norma Hunt	0-(351)077-9150
Sharon Campbell	1-(946)098-7619
Jennifer Bennett	3-(455)654-4252
Laura Fisher	7-(502)531-5819
Jessica Payne	7-(183)399-6452
Wanda Cruz	2-(947)395-3347
Dorothy Russell	5-(013)643-2554
Cheryl Price	9-(266)890-9136
Elizabeth Warren	2-(277)697-4112
Jennifer Carr	5-(340)644-6264
Janet Freeman	0-(605)872-3017
Sharon Sanders	4-(644)795-3737
Cynthia Patterson	1-(370)983-0014
Paula Baker	5-(659)312-2072
Wanda Hansen	9-(996)100-5252
Mildred Hayes	4-(352)384-9989
Phyllis Matthews	9-(065)209-8556
Judy Kim	8-(116)734-4635
Betty Fernandez	0-(693)077-2282
Sharon Edwards	7-(952)921-9309
Pamela Ramos	2-(910)028-6261
Stephanie Ferguson	0-(184)876-9558
Maria Hill	7-(578)639-6334
Christine Wood	1-(564)729-8417
Carolyn Lewis	8-(685)734-3218
Carolyn Holmes	1-(379)598-0876
Sarah Long	7-(661)863-9687
Virginia Hanson	4-(974)242-0023
Mildred Kelly	5-(828)802-5251
Janice Price	7-(535)273-9669
Pamela Weaver	4-(164)862-2437
Linda Stanley	3-(670)731-0811
Norma Burke	1-(362)225-2923
Evelyn White	5-(988)204-6004
Beverly Powell	0-(709)951-0107
Emily Ray	9-(009)195-2476
Carolyn Robinson	4-(996)466-2656
Mary Gutierrez	0-(656)825-8583
Andrea Chapman	7-(300)967-2225
Judith Harper	0-(700)468-7287
Emily Bradley	4-(160)428-3219
Angela Johnson	1-(546)819-0675
Lori Bailey	1-(171)566-9764
Jennifer Edwards	7-(316)741-8300
Beverly Garza	5-(694)237-6450
Angela Lawrence	3-(698)662-4660
Wanda Daniels	1-(559)199-3552
Irene Wood	8-(185)468-4112
Marie Hill	8-(422)019-0944
Lois Jones	5-(642)493-6415
Lisa Peterson	6-(296)893-0053
Jacqueline Hamilton	0-(575)893-5447
Wanda Green	4-(738)765-9762
Julia Gibson	0-(782)444-9947
Melissa Butler	5-(864)739-5804
Jean Ellis	8-(509)889-6029
Rebecca Hughes	9-(877)204-2996
Kathy Chapman	8-(468)739-6538
Cynthia Harper	9-(639)848-6535
Anna Fields	4-(980)763-8334
Norma Carter	7-(767)804-8160
Janet Reyes	2-(480)756-6133
Irene Scott	7-(920)975-3904
Denise Franklin	7-(489)854-1841
Angela Moore	5-(403)470-7002
Janice Castillo	9-(092)395-9898
Teresa Kennedy	2-(743)076-4196
Irene Reid	8-(127)964-3855
Betty Stevens	6-(944)108-8907
Teresa Lopez	5-(167)422-4035
Marie Lewis	8-(745)001-6355
Diane Willis	7-(962)442-0361
Susan Bennett	0-(239)241-7345
Kathleen Garrett	8-(274)503-3681
Annie Hernandez	0-(205)961-5224
Michelle Johnson	9-(062)607-3525
Tammy Rodriguez	4-(168)923-6687
Irene Carr	0-(642)944-0196
Margaret Matthews	7-(032)513-1878
Anna Marshall	2-(317)230-9448
Janet Jenkins	3-(515)159-0394
Margaret Griffin	8-(513)805-1979
Shirley Harper	5-(868)889-0002
Linda Marshall	2-(714)785-9864
Paula Perry	5-(515)666-2583
Diana James	6-(677)791-8010
Louise Lane	1-(726)429-5832
Ruth Greene	7-(354)311-7600
Alice Webb	8-(798)324-6643
Dorothy Powell	1-(804)442-8800
Anne Evans	4-(076)713-1975
Nicole Barnes	2-(397)533-6542
Amanda Armstrong	2-(533)667-8192
Maria Stanley	7-(862)880-1810
Anne Griffin	6-(955)598-9647
Nancy Griffin	9-(042)325-7735
Phyllis Willis	3-(012)294-9724
Anne Matthews	2-(213)463-2911
Anna Sullivan	0-(008)771-6956
Anna Morrison	7-(839)170-8207
Ashley Walker	0-(969)679-7748
Diana Carr	1-(017)989-6828
Sara Adams	0-(572)650-9589
Maria James	4-(498)493-8937
Rose Hernandez	1-(704)938-8337
Robin Stewart	2-(277)081-5095
Janice Tucker	1-(228)608-8304
Tammy Hawkins	4-(641)083-0151
Ashley Allen	7-(953)177-9755
Lois Ross	2-(283)148-7825
Kathryn Peters	7-(720)844-7469
Mary Campbell	0-(763)468-2449
Angela Turner	7-(341)553-5541
Kimberly Warren	2-(073)045-0390
Janice Wood	0-(963)385-3396
Helen Cruz	5-(871)430-5613
Margaret Medina	4-(705)728-5003
Phyllis Warren	8-(832)422-8806
Sarah Crawford	1-(493)220-6763
Donna Palmer	6-(975)631-0386
Jean Thomas	8-(480)378-5510
Janet Greene	9-(700)221-8626
Susan Stevens	8-(552)502-1191
Barbara Marshall	6-(766)625-5944
Christina Richards	7-(606)028-3421
Ruby Gutierrez	5-(019)182-6368
Emily Richardson	7-(620)009-1754
Julia Roberts	6-(454)685-6434
Carolyn Diaz	7-(450)692-7668
Amy Richards	0-(161)134-6576
Martha Martin	2-(482)912-6459
Ruby James	3-(161)857-4737
Nicole Mitchell	0-(311)504-4024
Norma Griffin	9-(461)010-1603
Angela Fernandez	2-(970)357-7423
Mary Mendoza	0-(525)536-9723
Theresa Peters	1-(577)487-5892
Karen Harper	8-(807)573-9072
Elizabeth Garza	6-(213)537-1680
Amanda Burns	2-(955)590-3482
Christina Ellis	7-(904)663-0835
Ashley Johnson	8-(684)240-2056
Sarah Marshall	8-(992)821-5952
Emily Bowman	3-(346)926-5804
Tammy Parker	3-(846)684-5499
Alice Perkins	6-(330)601-6310
Susan Allen	9-(872)588-1643
Gloria Meyer	7-(148)431-3494
Paula Franklin	3-(521)979-5249
Betty Little	2-(198)770-2101
Nicole Owens	4-(483)235-2144
Jennifer Fox	1-(559)021-1655
Sara Anderson	9-(902)647-5383
Carolyn Little	1-(433)652-3401
Pamela Miller	5-(128)826-2864
