Alice Walker	5-(786)140-3346
Rachel Hughes	6-(476)309-7432
Julie Roberts	4-(688)926-6089
Donna Chavez	7-(875)318-9708
Doris Rose	6-(846)750-0569
Christina Williams	0-(270)550-1057
Martha Hamilton	3-(202)862-3016
Donna Patterson	5-(912)629-6994
Karen Graham	0-(956)743-6747
Dorothy Stone	0-(435)861-7026
Mildred Jenkins	8-(627)420-9964
Dorothy Olson	7-(452)538-0193
Tammy George	5-(661)217-8790
Mildred Jordan	9-(617)838-8286
Anne Pierce	3-(439)080-9984
Donna Woods	1-(952)597-0564
Heather Parker	8-(318)771-9963
Dorothy Matthews	6-(181)868-8991
Phyllis Scott	5-(158)465-2395
Ann Arnold	0-(381)158-1354
Marie Moore	3-(377)360-5215
Diana Howell	2-(692)068-0959
Christina Richardson	8-(198)295-1277
Jennifer Palmer	7-(501)593-4634
Joyce Sims	5-(534)968-1557
Sarah Nelson	5-(622)550-7921
Robin Ramirez	8-(800)742-7534
Bonnie Ellis	7-(849)324-7737
Diane Boyd	8-(912)683-7834
Anne Henderson	6-(296)968-0997
Helen Matthews	1-(011)022-6035
Theresa Chavez	7-(000)312-5172
Angela Grant	9-(233)463-3825
Emily Phillips	1-(808)297-2080
Sara Hughes	0-(289)841-9230
Heather Cruz	0-(831)547-3630
Sharon Jenkins	6-(713)845-5068
Theresa Fox	6-(930)500-9283
Maria Price	3-(102)035-9945
Annie Murray	2-(459)044-7476
Karen Lane	5-(216)478-0507
Irene Armstrong	4-(566)910-5448
Norma Wood	7-(959)361-7421
Phyllis Chapman	5-(945)857-7215
Christine Sims	8-(054)367-9903
Marilyn Washington	2-(701)289-2327
Lisa Reynolds	3-(538)762-4870
Amanda Willis	7-(066)752-6518
Robin Oliver	3-(191)181-8311
Janet Hill	0-(505)248-5553
Brenda Wilson	3-(833)957-8792
Angela Scott	4-(121)280-3744
Bonnie Hughes	9-(056)852-3149
Janet Garcia	0-(542)905-2596
Kathleen Perkins	3-(340)506-8477
Jennifer Harper	6-(398)175-3417
Katherine Rodriguez	0-(213)574-1726
Paula Vasquez	8-(766)614-2030
Alice Evans	7-(783)129-1972
Janice Harvey	5-(592)517-8934
Wanda West	2-(835)386-0332
Nicole Fernandez	3-(435)349-4726
Kathleen Perez	4-(604)946-4441
Kimberly Smith	1-(551)631-4139
Heather Murray	5-(036)368-4820
Carol Grant	0-(379)993-2534
Ruth Peters	5-(182)556-6127
Christina Rogers	3-(248)371-9812
Jean Medina	3-(120)968-3377
Debra Richardson	4-(217)390-9275
Evelyn Moore	5-(964)328-3814
Kathleen Schmidt	2-(729)032-2429
Linda Arnold	6-(981)802-5108
Helen Mendoza	7-(689)248-9136
Theresa Stewart	8-(260)241-1846
Diana Tucker	8-(367)082-4214
Nancy Lynch	5-(990)874-6985
Kimberly Fowler	0-(385)809-5246
Mary Stevens	1-(383)216-0125
Wanda Lawrence	7-(273)132-6344
Sarah Grant	2-(923)691-0099
Jennifer Martin	9-(328)228-2149
Jacqueline Sims	8-(138)316-6848
Mary Marshall	5-(272)164-3162
Helen Mitchell	9-(824)050-2624
Anne Bradley	0-(198)796-6369
Jane Mills	1-(479)524-9375
Janet Reyes	7-(494)369-2881
Evelyn Gonzalez	4-(210)125-7133
Nancy Lawson	8-(778)638-8370
Tina Walker	4-(210)255-4082
Gloria Rivera	9-(921)597-6588
Jean Medina	1-(089)998-9738
Sarah Rivera	9-(199)862-9762
Rebecca Peterson	1-(377)271-1852
Andrea Reynolds	2-(242)402-5180
Rachel Riley	3-(917)387-6764
Martha Watson	1-(324)177-8468
Linda Robinson	4-(633)140-0213
Dorothy Carr	6-(117)846-4420
Marie Wright	4-(228)529-3551
Elizabeth Rogers	1-(589)293-8243
Julie Hanson	1-(856)303-6748
Lori Williamson	1-(022)732-6623
Emily Garza	9-(984)559-3960
Ruby Garrett	4-(145)287-2923
Louise Johnson	3-(296)985-6024
Amy Matthews	7-(203)107-7434
Amanda Cole	7-(776)060-6982
Bonnie Stone	7-(886)629-8426
Lillian Meyer	5-(210)038-6091
Rebecca Long	0-(456)392-4700
Andrea Harris	9-(700)740-2542
Tammy Oliver	2-(471)596-8905
Lori Patterson	4-(111)997-6107
Gloria Wright	6-(107)387-5440
Rachel Dean	1-(445)905-0986
Rachel Gardner	6-(407)979-8673
Alice Young	9-(639)146-8292
Julia Burton	4-(864)372-8548
Deborah Frazier	2-(521)073-7136
Annie Ray	8-(266)841-3653
Lori Snyder	2-(941)376-0290
Robin Little	1-(250)589-2905
Irene Gomez	6-(851)932-4343
Heather Gonzales	0-(744)519-0444
Anne Ramos	2-(706)794-2341
Carol Thomas	9-(988)813-9447
Lori Howell	9-(956)089-7208
Teresa Ford	9-(930)415-7283
Tammy Garrett	8-(228)366-5433
Deborah Johnston	2-(526)099-4627
Gloria Andrews	0-(683)949-0040
Ashley Crawford	5-(822)746-3408
Kathryn Castillo	5-(513)760-8858
Rebecca Ramos	4-(516)143-2075
Jacqueline Mills	5-(629)617-0061
Sarah Hunter	7-(990)785-9056
Katherine Hernandez	8-(772)932-7075
Rebecca Bishop	7-(403)813-3167
Jennifer Rogers	4-(490)869-9013
Patricia Cruz	2-(151)300-9575
Gloria Reynolds	8-(661)822-0194
Deborah Kennedy	5-(078)212-6304
Beverly Watson	5-(010)354-9679
Irene Holmes	3-(871)006-7946
Louise Roberts	5-(335)803-2257
Michelle Wells	5-(344)608-2020
Melissa Thompson	5-(798)403-4167
Maria Hughes	1-(978)869-5676
Cheryl Montgomery	8-(756)239-4720
Virginia Kennedy	3-(929)954-3810
Deborah Sanchez	2-(262)348-1006
Patricia Chapman	0-(407)987-2203
Mary Fisher	0-(606)831-8377
Denise Perry	9-(764)671-2120
Deborah James	1-(105)826-2183
Christina Rogers	2-(252)723-6666
Sara Arnold	3-(304)007-6797
Rose Tucker	2-(795)448-9796
Janet Morgan	3-(070)173-9252
Stephanie Ellis	0-(606)691-9558
Julie George	3-(081)475-5477
Rebecca Garcia	7-(371)322-0233
Judy Freeman	8-(668)620-1762
Judy Morales	9-(272)533-6179
Ruby Rodriguez	0-(411)175-1643
Mary Owens	7-(810)753-8281
Emily Moore	8-(353)596-5630
Alice Mcdonald	5-(617)621-4578
Ashley Anderson	1-(263)758-1311
Phyllis Allen	9-(669)713-2539
Rose Hall	0-(784)752-5458
Diana Jenkins	0-(736)508-0924
Kathy Diaz	8-(704)189-5237
Angela Pierce	5-(409)544-6380
Doris Wright	0-(430)881-0828
Sandra Morrison	9-(366)266-3017
Bonnie Gardner	8-(229)840-3019
Sandra Kelly	0-(335)109-2387
Jessica Bryant	2-(122)619-1461
Phyllis Campbell	8-(457)775-1886
Evelyn Hill	5-(455)062-5400
Ashley Porter	2-(591)658-2101
Kathy Austin	6-(612)003-3917
Debra Ryan	8-(048)086-7997
Anna Boyd	8-(138)256-3146
Heather Garcia	2-(866)391-6497
Bonnie Andrews	9-(707)589-8302
Karen Gibson	1-(930)750-0753
Katherine Nichols	0-(977)003-8232
Lois Fields	6-(490)583-5695
Diane Little	8-(294)390-3370
Marie Burton	4-(073)960-1017
Emily Morris	7-(197)232-9265
Gloria Allen	8-(466)130-7211
Paula Cole	6-(713)290-6857
Wanda Burke	6-(892)973-4079
Cynthia Pierce	8-(841)536-6161
Marilyn Cox	0-(541)669-2224
Patricia Alvarez	5-(509)336-5043
Rose Green	7-(753)413-1830
Kimberly Moore	4-(090)811-1577
Phyllis Mitchell	1-(898)907-0739
Andrea Flores	0-(395)130-3445
Deborah Jacobs	1-(110)961-1819
Emily Lopez	0-(866)396-6046
Shirley Simmons	9-(108)357-8108
Irene Gibson	9-(940)396-0523
Nicole Dixon	5-(439)408-1655
Linda Grant	9-(652)018-8049
Amanda Sullivan	6-(351)048-2739
Marilyn Hicks	2-(491)403-2585
Bonnie Perez	1-(834)231-9811
Mary Collins	2-(260)075-8506
Emily Griffin	7-(390)276-0817
Ruby Wilson	6-(177)796-4170
Amy Brown	7-(430)283-4587
Janice Watson	0-(670)295-1461
Mary Crawford	7-(909)218-8891
Donna Alvarez	1-(788)835-2074
Annie Edwards	7-(829)169-3665
Helen Evans	2-(181)342-2794
Frances George	4-(892)645-7800
Kathy Coleman	2-(690)000-5777
Bonnie Carroll	0-(857)453-8163
Evelyn Duncan	2-(068)653-5702
Anna Bishop	4-(087)261-3775
Joan Miller	5-(064)806-8980
Martha Turner	3-(332)090-1108
Rachel White	0-(085)119-6101
Marie Mendoza	8-(524)158-8955
Katherine Bradley	5-(497)465-0723
Christine Powell	7-(464)143-3002
Michelle Rivera	7-(923)999-3203
Shirley Black	1-(860)231-1333
Anna Bishop	8-(308)108-7120
Laura Richards	6-(354)048-9619
Brenda Watson	0-(280)134-9293
Tina Clark	2-(376)939-9448
Rachel Morrison	7-(834)793-3857
Diana Watkins	1-(016)995-7101
Carol Rogers	9-(712)575-5154
Sarah Warren	1-(227)898-7205
Amanda Miller	2-(313)483-5945
Doris Turner	2-(606)167-6198
Marilyn Watson	7-(658)758-9741
Heather Jordan	9-(886)025-1956
Louise Wright	5-(041)543-0236
Theresa Rogers	1-(861)692-1219
Diane Schmidt	6-(296)502-6127
Sarah Ferguson	9-(172)102-2799
Melissa Howell	7-(971)816-3865
Kathleen Owens	8-(057)532-8856
Joyce Morrison	0-(427)193-7856
Tina White	3-(867)518-4168
Sharon Green	3-(298)319-2831
Sara Sullivan	2-(782)669-3046
Elizabeth Wright	5-(021)175-8995
Evelyn Payne	8-(375)084-7897
Maria Powell	1-(350)681-7314
Kelly Fields	6-(257)765-9377
Maria Mason	1-(955)059-8088
Ruby Mccoy	5-(207)651-8114
Kathryn Phillips	7-(766)128-0065
Pamela Fields	0-(061)589-0573
Mary Cooper	2-(748)813-7399
Annie Scott	9-(360)419-2245
Lori Morgan	5-(978)777-0767
Paula Cox	6-(923)839-2619
Melissa Gardner	9-(410)425-5919
Janet Wood	0-(638)375-0704
Joyce Gonzales	1-(352)989-6943
Amy Burton	1-(065)752-3372
Emily George	0-(325)719-2672
Karen Banks	8-(097)667-4334
Evelyn Bennett	5-(980)947-4221
Sharon Hansen	3-(717)222-2252
Elizabeth Garza	5-(978)231-2921
Christina Watkins	4-(991)785-6184
Wanda Gray	9-(287)608-0393
Diana Johnson	1-(024)721-1119
Mary Mills	1-(048)517-0754
Janet Lynch	4-(761)163-5043
Lori Graham	7-(582)345-9207
Deborah Cook	4-(205)889-6657
Rachel Williamson	2-(969)538-0314
Gloria Franklin	9-(257)047-1466
Kathleen Hernandez	4-(814)936-4779
Alice Kennedy	6-(356)288-0579
Teresa Phillips	0-(699)475-2871
Rose Jordan	7-(034)530-4565
Kathy Mason	4-(328)627-4100
Kathryn Montgomery	4-(884)785-6291
Judith Kennedy	1-(924)620-0115
Deborah Black	3-(391)785-2082
Ruth Parker	4-(356)279-8631
Diane Richards	3-(899)823-4093
Julie Hicks	0-(641)004-9019
Louise Bishop	0-(715)918-4033
Diana Gonzalez	9-(419)719-6947
Elizabeth Bishop	9-(206)146-4402
Kathleen Weaver	8-(150)581-5475
Angela Lee	1-(052)725-4618
Marilyn Graham	4-(040)395-5815
Ashley Campbell	9-(149)021-4547
Jane Ward	9-(459)447-0479
Tina Ferguson	4-(650)769-1424
Annie Thompson	2-(423)112-4057
Diana Harrison	3-(263)019-9428
Jennifer Jackson	5-(805)353-3480
Kelly Cox	1-(971)731-8452
Nancy Lynch	8-(884)317-0085
Catherine Castillo	2-(875)221-7888
Andrea Nichols	5-(570)789-3019
Brenda Reed	8-(149)965-7073
Janice Larson	8-(334)774-0430
Ruth Kelly	8-(028)174-5523
Teresa Hughes	1-(242)035-3835
Lisa Bell	7-(389)386-7628
Tina Edwards	8-(335)790-3518
Margaret Cole	9-(076)815-5962
Jean Ortiz	4-(677)370-2286
Jessica Nichols	9-(352)709-1927
Annie Long	2-(557)984-4750
Lois Scott	6-(417)376-9951
Phyllis Fernandez	0-(360)266-5875
Michelle Adams	3-(274)957-2887
Martha Gonzales	7-(453)182-0377
Lori Greene	3-(055)676-2358
Frances Mitchell	0-(583)763-4333
Rachel Russell	3-(546)137-2380
Doris Washington	9-(635)872-0700
Amanda Richardson	6-(026)750-3883
Amy Garcia	6-(626)078-8478
Sara Meyer	2-(687)331-4674
Michelle Gilbert	9-(117)717-3165
Lillian Shaw	3-(912)467-8146
Heather Mendoza	4-(875)213-5154
Doris Garrett	9-(424)858-1938
Denise Rogers	6-(938)844-6722
Annie Mason	8-(446)625-2868
Julie Mendoza	9-(726)947-4958
Anna Riley	1-(998)712-4173
Annie Bell	7-(373)512-3301
Jane Perez	8-(663)413-3568
Tammy Day	7-(241)466-7560
Jane Perry	7-(388)601-5058
Lisa Nichols	6-(713)485-3589
Kelly Nichols	2-(125)689-7220
Brenda Clark	9-(882)985-1165
Denise Ryan	6-(810)727-6234
Ruby Reynolds	9-(583)781-1942
Irene Wood	0-(442)131-8996
Cynthia Dixon	5-(509)694-0543
Christine Clark	5-(946)378-1641
Irene Day	5-(364)600-9283
Anna Medina	1-(461)519-9065
Kelly Stephens	6-(971)480-2158
Susan Baker	8-(269)368-6189
Andrea Black	0-(859)707-0081
Kelly Simmons	4-(131)272-2801
Norma Lopez	0-(689)599-1642
Gloria Robertson	7-(724)961-2005
Ruby Tucker	2-(345)052-8856
Virginia Kelley	5-(397)862-2689
Melissa Edwards	5-(450)745-2155
Andrea Gonzalez	0-(706)124-2761
Gloria Woods	7-(677)712-0620
Christina Murphy	6-(178)644-6004
Beverly Matthews	9-(370)238-1316
Ann Harrison	5-(754)390-5898
Theresa Reyes	7-(857)773-7522
Joan Burns	5-(559)951-6185
Catherine Bradley	9-(522)683-6730
Carolyn Kim	8-(424)864-5989
Kathleen Shaw	5-(518)301-8088
Pamela Bryant	2-(746)655-2917
Christine Ross	8-(891)365-2803
Alice Oliver	0-(365)614-2807
Christine Reed	0-(802)219-1373
Kathy White	6-(380)401-4703
Janice Matthews	9-(508)708-3469
Kathleen Larson	4-(760)886-5532
Rebecca Gonzales	1-(117)377-4163
Phyllis Weaver	8-(470)930-6608
Mildred Cooper	2-(105)465-9667
Kelly Wood	5-(510)965-5448
Diane Fisher	6-(561)056-4929
Deborah Johnston	9-(993)174-7205
Cynthia Gonzales	9-(425)411-0634
Rebecca Harper	5-(932)812-6256
Susan Miller	2-(588)559-5423
Diane Fernandez	3-(738)260-6778
Julia Long	6-(626)445-3504
Brenda Carpenter	0-(603)615-7023
Judith King	1-(665)277-9916
Rose Moore	5-(684)111-6054
Diane Burton	9-(793)623-0277
Christina Matthews	4-(713)481-6037
Judy Sims	3-(624)705-7202
Virginia Harvey	8-(999)430-3606
Jean Spencer	6-(333)303-0592
Theresa Johnson	0-(855)563-9343
Lois Alexander	6-(528)726-8178
Christina Morrison	3-(635)353-1537
Mary Miller	5-(408)815-6424
Annie Arnold	6-(523)123-2610
Catherine Hill	5-(406)093-0044
Karen Diaz	4-(690)736-9099
Lillian Weaver	7-(970)140-1352
Jennifer Anderson	0-(563)557-2265
Amy Cunningham	6-(825)192-7578
Diana Reynolds	9-(731)591-2041
Sandra Evans	4-(398)061-3911
Kimberly Pierce	2-(531)105-0282
Mildred Cooper	8-(458)266-1537
Laura Gutierrez	7-(368)171-1177
Elizabeth Elliott	5-(505)475-3981
Anne Knight	4-(680)690-5586
Sandra Meyer	4-(291)513-8810
Melissa Palmer	7-(046)371-3190
Alice Reid	3-(771)319-7617
Dorothy Greene	0-(193)136-9790
Evelyn Morgan	8-(010)018-4072
Ann Fox	4-(275)626-9343
Irene Ford	0-(978)807-0297
Theresa Alexander	9-(675)809-4624
Katherine Warren	7-(675)120-4101
Louise Hicks	1-(742)479-1740
Phyllis Sims	7-(130)023-0300
Cynthia Hayes	7-(951)307-6550
Christine Brown	3-(214)102-8364
Susan Perry	8-(096)711-8184
Anne Sullivan	3-(645)335-2726
Beverly Smith	7-(930)213-0261
Tammy Hansen	2-(461)461-8502
Jean Gomez	5-(445)758-1027
Rebecca Chavez	2-(722)503-3298
Christina Henry	5-(477)088-4391
Melissa Fernandez	5-(055)951-5930
Tammy Banks	6-(312)790-1327
Jean James	1-(990)086-1971
Martha Hunter	6-(038)925-9125
Janet Ford	8-(647)759-1763
Judy Payne	3-(980)560-1182
Rebecca Hansen	9-(237)057-2943
Kathleen Stanley	6-(669)073-0748
Barbara Woods	0-(568)068-7340
Nicole Mendoza	6-(720)284-7451
Evelyn Cox	9-(023)673-5288
Frances Arnold	9-(000)163-1492
Amanda Banks	5-(563)584-3970
Amanda Daniels	2-(449)354-7733
Laura Austin	9-(807)837-3249
Betty Sullivan	5-(878)033-1696
Marilyn Nichols	5-(611)322-3848
Tina Green	3-(917)304-8721
Lisa Ryan	8-(677)772-4697
Tina Reynolds	3-(648)204-8173
Judy Bell	7-(307)234-3859
Shirley Carpenter	6-(129)221-2730
Phyllis Graham	8-(924)335-0435
Laura Dixon	4-(493)673-9352
Helen King	2-(262)395-5567
Jennifer Perkins	9-(056)310-6382
Kathryn Andrews	0-(012)385-5848
Paula Gray	0-(884)669-9368
Kathleen Perkins	1-(792)838-9213
Doris Hayes	5-(968)802-2664
Nicole Ross	8-(094)800-3602
Jacqueline Edwards	6-(817)187-2446
Kathryn Nichols	5-(208)789-6577
Melissa Nelson	4-(788)261-1887
Anna Garrett	1-(026)191-0746
Anna Nguyen	4-(196)600-7417
Rose Jenkins	8-(646)839-3635
Janet Vasquez	9-(269)391-0723
Janet Simmons	8-(436)572-3057
Lillian Myers	0-(626)573-9683
Cynthia Green	1-(792)722-7382
Evelyn Cook	0-(976)767-7750
Diane Moreno	3-(170)388-5014
Linda Hernandez	5-(050)233-2059
Carol Owens	2-(622)382-2693
Elizabeth Jones	2-(921)008-2347
Brenda Lane	1-(016)988-1336
Annie Gomez	8-(850)069-5856
Cheryl Burton	9-(038)085-7466
Cheryl Gonzales	0-(793)009-1742
Judy Berry	7-(603)387-1720
Robin Hudson	8-(986)458-3775
Patricia Harper	2-(712)126-1853
Dorothy Carr	8-(630)268-7811
Doris Martinez	8-(668)270-2459
Annie Arnold	3-(348)704-6023
Kimberly Morgan	0-(084)433-7044
Catherine Simmons	2-(581)552-3806
Amanda Harris	4-(851)098-9826
Beverly Wood	0-(345)771-6319
Laura Garrett	0-(260)448-4932
Frances Morgan	4-(346)084-0450
Debra Frazier	1-(937)251-8609
Marilyn Ramirez	1-(166)077-6011
Ruth Coleman	2-(368)977-6832
Jacqueline Medina	3-(598)858-5226
Judy Gilbert	1-(344)133-9218
Denise West	9-(846)908-5460
Gloria Nelson	8-(891)412-5505
Sara Coleman	6-(668)913-8831
Amy Henderson	6-(033)252-2471
Denise Black	5-(033)402-0652
Virginia Reid	9-(904)091-1889
Kathryn Boyd	0-(965)605-5172
Lois Murray	1-(232)802-1420
Ruth Campbell	7-(627)114-2068
Kimberly Nichols	1-(659)997-2237
Ruby Lynch	5-(807)905-0273
Tammy Howell	6-(198)995-0346
Pamela Young	5-(131)595-6105
Jessica Castillo	5-(551)379-4932
Rose Palmer	4-(553)281-6775
Robin Ramirez	4-(867)240-6029
Cynthia Gomez	7-(754)629-8470
Sharon Sims	5-(350)965-2553
Andrea Jones	6-(652)492-4173
Angela Roberts	3-(505)345-6299
Angela Vasquez	9-(527)464-4735
Debra Jordan	1-(690)918-2825
Cheryl West	9-(034)015-6326
Evelyn Walker	5-(574)328-9894
Emily Washington	8-(219)967-7997
Martha Smith	3-(564)586-9361
Shirley Bell	8-(576)058-1519
Debra Sullivan	8-(897)133-1776
Rebecca Turner	7-(978)517-9023
Amy Burns	6-(491)710-9829
Tina Perkins	3-(512)733-2668
Jean Bryant	2-(861)192-6868
Cheryl Murphy	6-(170)832-7078
Bonnie Alexander	7-(928)625-6891
Amanda Weaver	6-(868)312-5060
Joyce Jackson	9-(139)017-9196
Norma Kennedy	9-(430)953-8204
Ruth Fernandez	4-(150)253-3514
Debra Diaz	9-(975)897-4427
Patricia Webb	4-(783)834-6271
Sandra West	9-(143)683-7434
Debra Hawkins	0-(618)742-4544
Angela Ross	7-(070)921-5069
Betty Gordon	4-(179)570-6298
Lori King	9-(978)377-9404
Marilyn Palmer	8-(870)316-0538
Rachel Watkins	3-(851)490-0640
Lisa Barnes	9-(655)059-7008
Pamela Kelly	2-(436)076-0825
Theresa Oliver	2-(924)053-8668
Janice Lawrence	4-(737)642-6664
Heather Grant	7-(142)892-6410
Julia Bell	0-(951)992-4924
Janice Hernandez	0-(501)774-7767
Frances Ferguson	3-(542)234-2290
Norma Owens	6-(609)259-2965
Alice Pierce	0-(656)193-1786
Andrea Armstrong	1-(649)018-3848
Rose Castillo	3-(941)734-8147
Sandra Fowler	7-(119)921-0614
Deborah Torres	8-(495)037-7027
Denise Morris	1-(683)242-9261
Cheryl Ford	4-(736)650-4944
Frances Fox	7-(731)721-4953
Patricia Hansen	1-(049)974-7723
Andrea White	3-(795)421-0074
Theresa Lawrence	5-(677)508-7849
Patricia Hudson	6-(057)513-7001
Helen Rice	0-(526)679-3655
Jacqueline Robertson	9-(072)509-3658
Evelyn Gardner	8-(117)153-6467
Alice Kelley	6-(155)192-3298
Stephanie Dixon	5-(744)927-1671
Anne Fowler	1-(243)431-9507
Lisa Kim	8-(417)637-1147
Diana Richards	6-(561)832-2266
Helen Campbell	5-(579)142-0546
Wanda Carpenter	3-(767)584-0534
Judith Howell	1-(664)586-8736
Ruby Bradley	7-(808)478-9374
Denise Clark	2-(009)514-7054
Nicole Wells	6-(912)774-5157
Tammy Cruz	0-(559)020-3086
Bonnie Black	3-(069)807-4890
Mildred Perkins	6-(590)114-5039
Katherine Robinson	9-(700)008-1657
Jessica Bell	3-(152)287-6264
Kelly Stanley	3-(988)627-5526
Doris West	5-(206)098-7743
Stephanie Davis	6-(894)465-0693
Lillian Rodriguez	1-(272)920-9059
Melissa Meyer	9-(212)650-4451
Norma Green	7-(004)928-3917
Janice Welch	7-(500)714-1650
Carol Smith	2-(953)604-5833
Jean Torres	7-(598)140-2057
Theresa Long	9-(590)931-8523
Rose Diaz	2-(890)707-1698
Heather Coleman	1-(301)233-7960
Stephanie Hansen	9-(749)489-7179
Donna Russell	8-(879)538-6819
Michelle Adams	6-(321)828-8285
Kathy Day	4-(443)274-2409
Teresa Oliver	6-(647)127-6629
Paula Lewis	4-(692)494-3479
Marie Shaw	4-(156)195-0040
Ann Chapman	4-(094)051-5399
Stephanie Hawkins	4-(356)871-6439
Tammy Williamson	3-(265)963-6271
Martha Berry	8-(797)197-6690
Anne Woods	8-(421)405-3692
Deborah Harvey	8-(188)185-8868
Frances Garrett	6-(256)873-3464
Annie Flores	2-(763)036-9548
Patricia Franklin	5-(856)686-2988
Janet Mcdonald	9-(005)890-2944
Karen Thomas	5-(488)870-5138
Joyce Hicks	1-(379)449-5348
Andrea Gordon	8-(909)630-7478
Tammy Pierce	2-(973)188-3693
Brenda Kelly	1-(956)557-2392
Janet Lopez	2-(838)100-1892
Cynthia Robinson	7-(171)282-8647
Lisa Jordan	7-(509)862-5777
Laura Rice	3-(595)922-3798
Jean Davis	1-(667)800-5605
Anna Garcia	5-(045)466-4486
Irene Garcia	7-(919)594-1374
Karen Lawrence	3-(054)059-7484
Linda West	7-(284)510-2995
Janet Hayes	1-(629)554-1263
Beverly Green	7-(508)259-5427
Robin Lee	1-(229)439-2196
Teresa Scott	5-(860)337-5796
Andrea Price	4-(230)828-8999
Janice Murphy	6-(626)129-6584
Tina Owens	0-(733)824-1379
Jacqueline White	0-(743)582-7121
Deborah Anderson	0-(288)544-4762
Cynthia Moreno	1-(659)828-8242
Maria Chapman	4-(262)754-5243
Janice Clark	6-(688)645-9599
Kathy Murray	1-(654)058-9834
Rebecca Henry	2-(873)970-4026
Kathleen Henry	0-(239)359-2615
Betty Black	3-(103)694-4824
Mildred Day	1-(868)869-9508
Julia Rose	7-(085)037-3592
Ruth Carroll	9-(678)877-0423
Joyce Berry	3-(226)125-2080
Kathy Perkins	8-(440)941-9694
Lillian Medina	5-(238)156-4677
Lori Jordan	1-(725)296-0258
Lisa Mcdonald	1-(196)367-0942
Brenda Matthews	1-(798)367-8175
Susan Mitchell	9-(519)292-7035
Virginia Cruz	4-(454)023-3240
Jacqueline Griffin	4-(258)336-8605
Jean Ross	2-(975)430-7594
Frances Lee	5-(784)136-0568
Jacqueline Oliver	8-(307)086-8357
Cheryl Parker	5-(403)532-1031
Judy Welch	5-(457)930-1496
Jacqueline Fox	7-(592)858-8470
Robin Marshall	5-(580)246-0727
Stephanie Shaw	2-(298)853-4425
Diana Morales	4-(388)259-5744
Janet Bell	7-(806)769-1563
Brenda Ortiz	9-(151)549-0675
Lori Harrison	1-(887)396-2994
Paula Price	0-(147)362-8410
Tammy Fisher	0-(987)347-6428
Janice Parker	4-(204)339-2433
Annie Rice	2-(672)001-2801
Marilyn Clark	8-(794)673-7766
Robin Nelson	5-(695)626-9164
Kathryn Hunt	4-(490)927-3406
Sarah Fisher	2-(638)580-7047
Janice Jordan	2-(600)897-3443
Dorothy Robinson	1-(054)178-7745
Ruby Kennedy	3-(437)414-6136
Jane Allen	0-(638)722-5917
Elizabeth West	3-(983)817-8237
Deborah Freeman	4-(791)713-8545
Marie Bryant	1-(618)781-7534
Frances Cole	6-(907)918-2779
Emily Chavez	3-(975)235-5168
Kathryn Moore	2-(885)422-3390
Denise Young	6-(513)939-2234
Debra Webb	0-(725)606-2582
Margaret Harrison	6-(985)524-5297
Carol Lee	1-(506)942-7862
Katherine Ford	3-(488)777-7632
Judy Andrews	2-(326)592-5567
Christine Mitchell	6-(664)310-9044
Rose Gordon	2-(100)884-1968
Lois Murphy	1-(479)081-2592
Pamela Larson	8-(945)121-3222
Kelly Lee	1-(941)181-5677
Elizabeth Peters	9-(036)024-4544
Susan Holmes	0-(853)217-9396
Phyllis Holmes	1-(037)853-5136
Jane Adams	2-(815)098-2810
Mildred Dixon	7-(112)184-9011
Annie Cook	2-(994)813-7077
Julie Wagner	2-(769)842-9469
Judy Willis	2-(695)338-2222
Catherine Hansen	6-(693)871-1599
Donna Cruz	3-(919)190-3516
Rebecca Johnson	5-(587)005-4662
Marilyn Ortiz	0-(865)622-7711
Tammy George	3-(167)419-0355
Irene Harris	3-(333)160-9575
Judith Rodriguez	6-(065)028-5274
Frances Allen	3-(983)913-4207
Phyllis Garrett	1-(590)963-6140
Sara Holmes	6-(925)482-2296
Annie Wright	2-(999)118-5803
Patricia Medina	2-(467)986-1842
Emily Duncan	6-(728)319-0868
Katherine Williams	4-(960)203-7017
Jean Young	5-(861)291-3529
Alice Burns	2-(630)093-2499
Maria Roberts	1-(823)790-8335
Sharon Daniels	7-(629)529-5633
Karen Reyes	9-(246)472-9924
Joan Ross	2-(030)791-9813
Paula Simpson	2-(460)307-9454
Kathleen Richardson	3-(518)044-4255
Mildred Kim	0-(118)450-8082
Robin Dixon	5-(063)528-6183
Christina Powell	7-(389)822-9907
Shirley Carter	0-(254)978-3579
Ruth Hanson	7-(558)975-1625
Lori Evans	9-(562)140-0557
Nancy Harper	4-(075)136-6071
Virginia Wilson	5-(565)964-5028
Sarah Franklin	3-(208)111-5736
Sarah Larson	6-(942)651-7243
