Jane Hayes	2-(643)886-5222
Theresa Gilbert	7-(423)744-0836
Nancy Wright	9-(404)506-8310
Michelle Thompson	8-(972)968-6110
Dorothy Hunter	1-(318)176-0155
Paula Burns	2-(443)601-0721
Elizabeth Sullivan	3-(017)164-6689
Mildred Jenkins	6-(236)525-7628
Rachel Jacobs	7-(163)280-9477
Marilyn Berry	6-(074)590-8823
Bonnie Howard	6-(202)591-5567
Beverly Fields	3-(768)195-8087
Julia Lee	9-(841)920-1351
Jean Parker	7-(898)141-4106
Ashley Rogers	0-(083)356-9800
Judith Elliott	6-(122)611-2316
Dorothy Owens	2-(582)331-9281
Katherine King	8-(246)946-3450
Nicole Reid	4-(934)733-6084
Mildred Fisher	8-(387)117-4149
Nancy Campbell	4-(096)336-8834
Evelyn Hall	4-(976)837-7024
Heather Mason	8-(916)054-0441
Jane Vasquez	7-(139)198-6596
Debra Lawson	8-(667)864-0344
Elizabeth Harris	7-(863)112-0348
Brenda Kennedy	6-(693)646-7249
Brenda Gonzalez	8-(890)778-0908
Alice Butler	7-(947)400-7764
Anne Peterson	2-(348)947-7607
Bonnie Murray	3-(467)444-3683
Mary Flores	0-(853)429-6946
Rebecca Hughes	1-(460)126-4890
Judith Meyer	4-(488)980-6069
Kathy Edwards	1-(352)634-4166
Joan Washington	2-(752)962-7507
Elizabeth Matthews	9-(156)503-3325
Jean Reyes	6-(383)207-0120
Kathleen Fox	3-(059)075-2208
Angela Romero	1-(407)435-4722
Alice Baker	4-(124)249-8236
Louise Grant	5-(124)193-6147
Cheryl Cruz	0-(091)468-2139
Dorothy Wells	1-(918)282-6731
Janice Wagner	3-(118)173-2099
Janet Fox	1-(006)696-2761
Catherine Carpenter	7-(086)864-8850
Deborah Murphy	8-(544)336-5521
Mary Foster	2-(209)128-2213
Janice Greene	6-(353)121-8596
Carolyn Ramos	2-(053)235-1673
Laura Lee	1-(736)908-4779
Nancy Hunter	5-(998)702-8871
Cheryl Holmes	1-(385)174-5429
Linda Long	1-(120)130-2214
Louise Parker	7-(271)746-7703
Norma Lane	0-(492)494-5338
Marie Owens	2-(840)584-4789
Shirley Perez	4-(098)469-3137
Sharon Gomez	3-(975)191-9824
Lois Payne	9-(383)200-7654
Kathryn Henderson	2-(245)690-7813
Amanda Butler	7-(976)058-3398
Sarah West	9-(265)986-9165
Sandra Powell	4-(686)918-7554
Stephanie Castillo	5-(196)959-5424
Ruby Medina	9-(479)630-3515
Angela Hunter	1-(470)001-2046
Pamela Sanders	4-(982)641-9211
Sarah Burke	3-(624)870-4259
Teresa Martin	2-(567)328-3700
Jane Bradley	2-(024)322-6764
Bonnie Kennedy	0-(070)624-8036
Amy Fernandez	1-(290)832-5840
Kathleen Barnes	5-(332)161-5496
Donna Welch	3-(726)095-9813
Louise Wright	5-(832)788-9613
Ashley Ross	2-(875)235-3771
Tina Kennedy	5-(986)425-3164
Janet Williams	6-(368)887-2259
Kimberly Peters	6-(868)187-1046
Ashley Perry	8-(307)618-2935
Christine Washington	4-(231)583-9657
Amanda Williamson	0-(945)103-9617
Beverly Schmidt	2-(201)384-6374
Paula Dean	6-(451)099-9443
Louise Coleman	2-(937)094-1563
Diana Price	1-(567)206-9224
Pamela Washington	1-(302)643-8528
Sara Lewis	5-(453)003-2461
Sandra Garcia	7-(928)992-1620
Stephanie Graham	4-(226)784-2735
Louise Morris	8-(293)843-9061
Teresa Welch	2-(111)462-3255
Betty Shaw	2-(017)613-9039
Louise Turner	1-(336)614-2386
Louise Rivera	5-(859)550-2789
Betty Burns	1-(774)045-7941
Mary Montgomery	9-(621)483-8716
Ruby Sanders	7-(461)901-9890
Robin Fields	5-(187)820-6706
Margaret Meyer	4-(887)179-2779
Martha Cox	0-(682)671-2433
Debra Thompson	0-(584)860-6346
Carolyn Ross	6-(973)171-0565
Deborah Griffin	0-(006)557-8770
Jessica Palmer	7-(141)202-5742
Phyllis Harper	3-(038)502-7659
Judy Sanchez	4-(866)541-7526
Rose Pierce	4-(752)514-3328
Dorothy Carpenter	3-(285)614-3182
Katherine Fuller	4-(830)123-3939
Brenda Harris	5-(130)871-3261
Teresa Willis	1-(170)456-7912
Diana Crawford	2-(448)658-9035
Amanda Hart	7-(703)625-1749
Barbara Morrison	8-(332)443-1396
Ruth Webb	6-(872)827-3124
Evelyn Schmidt	9-(368)075-8799
Ruby Clark	1-(181)493-8935
Ann Ryan	6-(128)977-6677
Martha Robertson	7-(150)777-2136
Irene Henry	3-(234)306-0495
Katherine Fox	7-(945)907-7983
Dorothy Castillo	5-(824)149-0109
Andrea Ward	7-(749)725-3022
Martha Porter	6-(788)240-4657
Wanda Ryan	2-(273)596-7991
Laura Day	1-(257)741-6613
Robin Reid	6-(872)419-7913
Marie Day	7-(390)303-5341
Carol Rivera	9-(537)910-5346
Dorothy Ruiz	7-(138)939-6124
Carol Robinson	2-(783)388-7878
Tina Jordan	8-(306)793-9279
Nancy Fernandez	4-(487)826-4063
Karen Bell	4-(827)528-3328
Robin Gomez	7-(687)339-6844
Brenda Sims	0-(530)991-7099
Katherine Howard	4-(728)982-8604
Anne Ferguson	2-(087)307-5879
Sharon Bennett	4-(639)615-2717
Martha Cox	0-(261)951-9511
Julie King	8-(018)496-1837
Lori Watkins	1-(272)628-1588
Lois Medina	7-(356)551-0208
Beverly James	7-(326)976-0690
Amy Ray	4-(474)637-5353
Paula Powell	8-(203)066-6967
Heather Little	4-(721)774-6676
Tina Hunter	0-(782)035-3190
Patricia Robertson	4-(481)790-2147
Jessica Harvey	4-(422)455-9144
Dorothy Fuller	5-(111)043-0502
Teresa Gonzalez	9-(358)843-8254
Denise Long	3-(456)001-2704
Debra Snyder	0-(492)250-9068
Norma George	2-(299)400-4721
Gloria Crawford	3-(660)873-8417
Helen Jordan	2-(898)137-0611
Nicole Wagner	0-(308)563-0021
Laura Moore	0-(002)346-0922
Donna Walker	8-(364)990-8238
Helen Reed	2-(202)147-3050
Melissa Butler	5-(485)583-4948
Marie Stewart	0-(572)031-6504
Joan Austin	3-(722)082-3397
Sharon Wallace	0-(296)897-3546
Diana Ferguson	3-(743)562-9490
Carol Price	6-(972)290-6770
Marie Frazier	0-(469)966-0124
Betty Murphy	6-(745)244-2745
Julia Lane	2-(289)213-3435
Ruby Reed	5-(737)109-9066
Phyllis Coleman	2-(245)138-4776
Nicole Carroll	8-(281)507-8479
Christine Robertson	6-(834)028-9493
Diane Rose	0-(641)504-9320
Kathy Watson	2-(609)945-9637
Maria Alexander	4-(622)418-0661
Linda Warren	0-(074)490-1451
Rose Dunn	0-(708)918-2871
Katherine Dunn	2-(944)964-4771
Stephanie Wood	6-(483)970-7288
Annie Burton	3-(843)744-3946
Judy Ortiz	1-(846)292-4343
Marie Sanchez	0-(551)975-6137
Ruth Rivera	9-(929)694-2051
Michelle Harvey	9-(575)929-8649
Heather Marshall	9-(854)694-0959
Ruth Jordan	0-(723)844-5946
Kathryn Larson	7-(509)013-1041
Stephanie Richardson	0-(521)634-3313
Stephanie Greene	3-(894)952-9249
Alice Mccoy	3-(151)842-8278
Doris Stevens	5-(257)944-6634
Denise Sullivan	3-(844)087-0921
Deborah Russell	8-(412)276-6181
Rose Hayes	0-(914)649-1320
Judy Shaw	5-(756)614-9755
Janice Scott	7-(667)555-9873
Deborah Scott	1-(635)079-2917
Martha Franklin	5-(269)927-5168
Julie Kelly	5-(103)249-3317
Brenda Murphy	3-(772)466-9796
Sara Lawrence	5-(289)633-6912
Laura Powell	3-(199)576-9025
Julie Griffin	8-(038)470-3660
Sara Knight	8-(137)116-4605
Bonnie Watkins	3-(335)543-3455
Maria Allen	5-(478)073-1129
Paula Chapman	1-(880)939-4468
Alice Owens	1-(461)132-7894
Julie Gilbert	2-(999)300-2063
Anne Watkins	1-(659)560-7593
Tammy Bennett	1-(536)879-0391
Beverly Fowler	3-(420)353-7027
Barbara Johnson	7-(527)733-4142
Sara Carter	3-(438)799-8834
Ruth Parker	2-(627)537-7206
Marie Hill	7-(138)663-7961
Rachel Hansen	0-(833)044-8447
Rose Hansen	7-(805)075-0471
Kathy Carpenter	4-(312)565-7929
Beverly Lopez	4-(365)824-2488
Heather Barnes	3-(814)206-2147
Maria Perry	7-(668)446-3002
Cynthia Webb	3-(631)701-3768
Mary Cruz	3-(218)370-3326
Deborah Woods	1-(737)807-6901
Jennifer Washington	4-(594)785-9763
Rachel Castillo	6-(971)762-6755
Michelle Kim	7-(070)592-3204
Karen Alvarez	4-(277)722-6616
Linda Chavez	6-(507)668-3090
Ruby Washington	1-(525)564-9231
Helen Chavez	0-(642)507-9543
Virginia George	2-(399)710-4152
Maria Gilbert	0-(612)664-1276
Judith Roberts	7-(362)777-3010
Rebecca Burns	7-(243)622-0115
Laura Harris	7-(697)424-9879
Anne Cook	5-(846)522-3886
Catherine Richards	5-(644)652-6563
Elizabeth Miller	8-(355)641-9502
Rebecca Fuller	6-(507)466-8828
Marilyn Myers	5-(791)079-9016
Mary Morrison	6-(963)525-1970
Debra Allen	8-(245)316-0110
Judy Vasquez	7-(444)503-4393
Betty Hudson	9-(304)034-9788
Deborah Diaz	5-(990)811-9366
Carol Lane	5-(806)430-3870
Bonnie Nguyen	8-(101)234-7285
Jean Rogers	0-(398)371-3016
Lisa Ryan	6-(224)935-5673
Margaret Willis	1-(080)404-8677
Marilyn Harvey	3-(129)472-5996
Jacqueline Garcia	9-(322)000-3518
Dorothy Sanchez	8-(033)896-3466
Janet Medina	9-(723)111-2793
Diane Garza	9-(944)513-7800
Teresa Mitchell	8-(365)323-5057
Rebecca Webb	8-(581)628-8266
Annie Perez	5-(264)995-6595
Deborah Wallace	2-(445)085-6317
Frances Crawford	1-(896)662-6778
Cynthia Cruz	9-(406)281-2212
Emily Graham	1-(011)862-7282
Sarah Frazier	6-(779)345-0842
Katherine Wallace	0-(633)614-7634
Amanda Clark	7-(158)831-9358
Mary Hanson	6-(655)833-8170
Karen Austin	0-(554)324-8752
Donna Olson	1-(545)186-4537
Jean Williamson	1-(385)025-5025
Marie Sanchez	0-(712)674-3062
Debra Bennett	0-(011)892-2657
Martha Payne	2-(153)522-4367
Theresa Bennett	3-(433)416-8056
Lori Carroll	7-(990)653-0139
Brenda Spencer	1-(710)784-9628
Deborah Palmer	2-(310)841-1519
Carolyn Simpson	6-(036)886-2455
Helen Berry	3-(773)408-1217
Betty Johnston	6-(592)599-7445
Carol Murray	0-(535)067-6652
Julie Fuller	0-(541)431-1213
Joyce Morales	6-(289)591-8697
Shirley Thomas	6-(326)695-9747
Donna Gomez	5-(382)885-0296
Cynthia Fowler	4-(502)191-8950
Elizabeth Owens	9-(879)092-5744
Christine Grant	0-(245)845-1810
Julia Ray	3-(022)746-0961
Elizabeth Pierce	2-(877)564-0393
Lori Holmes	5-(584)707-4112
Jane Shaw	8-(512)381-0124
Barbara Sullivan	0-(757)860-5815
Ashley Grant	2-(879)290-0691
Rebecca Schmidt	7-(369)222-1352
Wanda Bennett	9-(288)677-4155
Shirley Alvarez	8-(848)732-9654
Lisa Mills	8-(925)225-8814
Julie Perkins	3-(658)143-2371
Lisa Howell	3-(072)372-5779
Annie Ramos	3-(672)215-3891
Debra Greene	7-(518)225-9495
Jane Baker	5-(673)177-0284
Ruby Castillo	0-(527)808-9005
Evelyn Williams	4-(009)063-1710
Marie Burns	9-(295)453-5441
Denise Hudson	1-(566)143-9976
Jane Mason	4-(009)291-4988
Sara Boyd	0-(274)819-5937
Marilyn Shaw	9-(383)055-3772
Julia Crawford	2-(694)386-6336
Robin Willis	3-(091)910-0246
Sarah Lynch	8-(600)254-4634
Ruth Bowman	9-(031)375-6482
Jessica Ward	4-(830)055-8864
Kathy Marshall	6-(010)983-9130
Deborah Montgomery	4-(856)476-6757
Emily Hudson	8-(676)402-8052
Anne Ward	4-(894)000-3461
Norma Dixon	5-(275)844-1246
Joan Morales	4-(747)381-9608
Amanda Fernandez	4-(993)444-4467
Kathy Peters	2-(682)431-7819
Alice Harrison	8-(683)922-1410
Kathy Mills	8-(667)404-3667
Sharon Murray	1-(394)587-1457
Maria Jordan	2-(740)067-2226
Betty Sanchez	8-(082)567-7975
Lisa Young	3-(660)240-0093
Ruby Stanley	4-(458)619-5502
Maria Barnes	7-(123)196-3544
Jane Fisher	5-(251)284-5423
Irene Payne	2-(524)713-2799
Lois Johnson	6-(475)184-8116
Amanda Phillips	0-(820)649-2599
Susan Price	4-(585)512-9189
Norma Scott	5-(525)045-1484
Patricia Morgan	6-(404)507-1532
Carolyn Graham	9-(978)105-6478
Christina Watson	9-(721)698-3781
Judith James	2-(085)535-5156
Ruth Crawford	0-(694)773-8176
Brenda Tucker	7-(603)030-7957
Marilyn Reyes	7-(067)974-1921
Ruth Hill	6-(304)069-4531
Martha Stephens	5-(532)815-8234
Kimberly Rose	5-(831)855-7090
Rachel Owens	2-(064)112-5521
Maria Scott	2-(896)563-5691
Mildred Long	4-(324)660-7149
Diana King	0-(928)722-8911
Carolyn Bryant	6-(613)701-6209
Joyce Mason	7-(568)043-9965
Phyllis Powell	3-(351)742-9389
Bonnie Matthews	5-(165)665-2699
Emily Banks	4-(099)354-4310
Christina Howell	4-(814)112-6988
Angela Howell	4-(837)813-8865
Jessica Hudson	1-(333)291-6739
Margaret Henry	8-(101)931-5517
Annie Bowman	7-(967)990-6590
Diane Fuller	8-(600)764-7044
Debra Kennedy	5-(215)898-8890
Amy Gibson	9-(710)313-1884
Robin Butler	3-(838)855-8482
Annie Riley	5-(831)962-7217
Jacqueline Payne	9-(999)258-3684
Rebecca Gibson	7-(621)871-3845
Debra Duncan	0-(029)809-7814
Amanda Mitchell	2-(411)426-1198
Cheryl Gutierrez	1-(920)498-2746
Catherine Johnston	3-(065)330-5326
Marie Thompson	6-(465)538-6386
Ann James	3-(640)582-0029
Paula Nguyen	2-(702)478-0888
Kathryn Fowler	5-(266)784-6016
Dorothy Hicks	3-(960)206-2623
Janet Collins	7-(175)219-9402
Robin Gomez	6-(180)005-2540
Amy Hughes	2-(832)722-7651
Evelyn Freeman	9-(932)565-2367
Louise Gibson	6-(616)689-9494
Kathryn Bishop	0-(134)274-0843
Judith Hill	6-(194)630-9609
Barbara Rogers	8-(528)314-0482
Dorothy Weaver	7-(459)093-7035
Robin Flores	8-(894)962-9927
Brenda Campbell	2-(493)388-4775
Brenda Willis	1-(096)630-9848
Emily Berry	3-(235)226-4458
Judith Flores	8-(981)118-2584
Doris Sullivan	3-(972)052-2644
Theresa Palmer	7-(052)709-7781
Sara Wright	5-(364)596-2145
Betty Powell	7-(973)009-2258
Angela Henderson	3-(473)823-2875
Patricia Morris	3-(209)721-5545
Wanda Cruz	4-(506)892-9589
Diana Flores	3-(925)080-1184
Lillian Dean	7-(902)083-9573
Tina Cruz	0-(502)303-7711
Pamela Wright	9-(884)488-3322
Judith Reynolds	6-(636)251-9955
Carol Fernandez	3-(114)031-6804
Sara Mendoza	9-(304)904-3680
Christina Reed	1-(368)922-5599
Kimberly Garcia	4-(835)185-4328
Anne Mcdonald	6-(641)663-8836
Paula Garrett	2-(455)989-4261
Wanda Frazier	4-(036)137-2383
Nancy Morrison	6-(683)641-0007
Mary Gilbert	7-(175)393-3134
Cynthia Bradley	9-(913)637-9946
Rebecca Ford	6-(724)817-1648
Amanda Kelly	5-(420)309-8125
Doris Evans	9-(454)416-1868
Ann Simmons	4-(624)853-1083
Maria Miller	3-(476)551-7374
Lillian Nguyen	4-(041)874-1497
Marie Gonzalez	7-(283)163-6532
Alice Ramos	4-(231)754-2066
Kathryn Rodriguez	1-(533)132-4171
Emily Hunt	7-(495)690-0063
Paula Harper	3-(493)212-9847
Cynthia Hernandez	7-(638)335-3222
Lori Robertson	5-(117)934-1196
Deborah Stone	7-(205)391-8220
Louise Warren	3-(905)233-9800
Cheryl Fowler	8-(885)450-1967
Angela Elliott	3-(386)928-8549
Marie Reed	5-(321)650-9422
Shirley Martinez	2-(054)878-9125
Maria Dean	8-(652)127-0063
Patricia Richardson	9-(505)403-5924
Doris Owens	7-(536)028-5568
Jane Welch	5-(634)544-5220
Jean Snyder	0-(527)179-4468
Elizabeth Bell	0-(090)558-0879
Anne Moore	3-(593)327-7055
Amy Fowler	1-(782)945-4729
Gloria Brooks	3-(410)521-6174
Mary Alexander	2-(336)734-7531
Frances Stone	0-(561)792-5937
Lillian Price	9-(104)268-1735
Annie Chapman	3-(441)552-2609
Carolyn Wagner	9-(873)268-2080
Catherine Spencer	5-(576)802-7691
Carolyn White	0-(273)272-5061
Gloria Russell	5-(391)244-5810
Diane Cook	6-(364)044-5938
Cynthia Johnston	6-(917)069-1127
Laura Harris	0-(698)269-3639
Katherine Jones	6-(396)779-2224
Phyllis Mills	4-(764)860-6523
Tammy Carpenter	1-(079)717-2820
Irene Jordan	9-(382)751-9215
Wanda Andrews	9-(036)236-9469
Gloria Howell	9-(458)700-6155
Anne Chapman	6-(223)165-8942
Phyllis Mcdonald	8-(276)329-6448
Tina Owens	1-(051)069-2310
Linda Boyd	7-(553)031-6913
Mary Richards	5-(952)810-3231
Norma Romero	3-(475)904-9330
Teresa Ruiz	8-(005)723-5051
Denise Long	7-(448)467-4258
Louise Cooper	7-(278)168-6657
Paula Cruz	3-(269)581-2563
Margaret Thompson	3-(663)834-3218
Nicole Ramirez	2-(258)636-4888
Debra Palmer	2-(609)923-6387
Kathleen Evans	3-(062)459-1557
Carol Gibson	4-(140)960-8150
Virginia Stone	5-(179)266-4296
Theresa Mcdonald	5-(781)997-5441
Rose Cook	4-(189)005-6811
Evelyn Gonzalez	7-(602)680-9757
Louise Morgan	9-(767)092-7753
Nicole Smith	0-(488)523-3177
Rose Perez	7-(168)379-8150
Tina Weaver	8-(443)491-3076
Frances Sims	0-(898)279-4810
Judy Young	9-(544)661-9616
Judy Ryan	3-(450)425-3084
Jacqueline Hanson	7-(484)925-8146
Janet Bailey	8-(913)952-2165
Barbara Bishop	1-(116)622-5215
Kathryn Owens	0-(713)037-7032
Paula Burns	6-(160)417-3753
Jessica Lewis	5-(687)920-2994
Frances Franklin	5-(919)373-7157
Ruth Carter	4-(916)873-2122
Julie Holmes	6-(390)615-2388
Mary Garcia	0-(665)632-5505
Beverly Davis	6-(587)386-3763
Dorothy Hicks	9-(095)789-7105
Martha Lawrence	5-(337)320-3491
Melissa Barnes	5-(561)352-3310
Diana Jones	7-(312)084-0816
Rebecca Perez	9-(886)064-1363
Louise Lee	3-(792)973-4635
Janet Fisher	1-(974)021-5648
Ashley Cruz	5-(085)953-2030
Amanda Phillips	8-(643)818-1203
Lisa Williamson	5-(118)842-5573
Maria Davis	8-(264)383-5924
Ann Armstrong	7-(291)027-3594
Emily Kennedy	5-(678)174-1337
Diana Marshall	7-(519)021-5456
Laura Fields	5-(397)422-6927
Margaret Armstrong	5-(551)408-5559
Jessica Day	1-(801)403-7661
Barbara Fields	2-(756)399-2833
Rachel George	0-(712)685-6397
Paula Johnston	4-(144)857-7015
Diana Patterson	8-(614)688-2377
Cheryl Bishop	9-(131)749-7611
Debra Garrett	9-(918)117-8253
Kathy Collins	8-(138)093-1784
Diane Dunn	6-(158)270-1401
Marie Powell	4-(934)396-8155
Anna Nelson	3-(277)432-0360
Lois Sanchez	2-(977)373-3552
Beverly Porter	5-(124)262-2240
Bonnie Martinez	9-(295)986-2327
Diane Hansen	5-(846)512-3740
Jacqueline Martinez	6-(433)091-1373
Beverly Austin	2-(411)635-7078
Lillian Sullivan	4-(928)048-5094
Diane Turner	3-(087)478-1210
Marie Meyer	2-(979)592-0261
Lori Knight	9-(672)223-8054
Phyllis Vasquez	5-(253)693-0203
Lisa Turner	6-(523)896-6793
Virginia Burns	4-(001)515-5292
Martha Medina	0-(892)762-6409
Carol Martinez	0-(954)424-1656
Susan Johnston	7-(042)087-3080
Jane Stone	2-(900)331-5010
Barbara Bennett	1-(970)209-9502
Alice Weaver	2-(580)108-2493
Linda Ward	0-(762)139-5754
Jacqueline Ryan	4-(729)291-0361
Jean Welch	0-(590)491-9363
Patricia Phillips	5-(883)902-5975
Rebecca Mccoy	7-(566)739-3569
Julia Williams	9-(639)050-6123
Ruth Franklin	8-(331)551-2299
Christina Morales	6-(374)828-8390
Virginia Harris	3-(603)955-9926
Tammy Dean	9-(888)069-0584
Norma Fuller	2-(845)671-6658
Rose Ward	6-(681)886-8717
Tina Harris	4-(950)892-2504
Rose Lawrence	6-(430)499-5037
Sharon White	9-(584)581-8650
Joan Castillo	3-(024)749-0083
Angela Tucker	6-(365)755-5820
Carol Mitchell	3-(094)591-0863
Jane Greene	2-(318)311-8214
Anne Flores	8-(488)105-2775
Christine Rose	2-(998)779-6032
Mary Bradley	4-(551)636-2379
Emily Sullivan	0-(658)030-0526
Lillian Nelson	6-(068)666-1649
Virginia Kennedy	1-(409)822-4439
Anna Greene	2-(448)772-5008
Lori Wheeler	3-(136)757-4073
Michelle Gordon	4-(174)948-9566
Jacqueline Gonzales	1-(253)214-4030
Bonnie Schmidt	9-(295)980-0907
Catherine Carr	2-(376)095-6684
Sara King	4-(723)916-5023
Lois Mason	4-(318)148-9362
Angela Andrews	9-(874)448-9529
Judy Mcdonald	3-(923)165-8021
Sharon Freeman	2-(502)810-0061
Debra Wright	9-(831)676-0250
Maria Olson	8-(557)021-6119
Patricia Nelson	5-(725)628-6697
Alice Webb	1-(273)965-7777
Ann Hart	4-(232)055-4990
Marilyn Fowler	2-(282)853-1966
Joyce Ramos	9-(955)182-4783
Diane Harrison	2-(811)589-4326
Frances Murray	5-(774)293-2239
Dorothy Ward	4-(056)698-9082
Julie Hall	2-(993)139-6590
Jessica Gonzalez	4-(239)841-7450
Evelyn Moreno	8-(981)342-4583
Christine Davis	8-(972)842-2620
Julia Nelson	9-(951)896-7164
Rose Larson	3-(974)564-7040
Sarah Jordan	4-(845)688-7769
Joan Taylor	1-(182)252-8145
Sandra Roberts	4-(062)240-1464
Judy James	2-(294)114-0541
Melissa Stanley	3-(853)992-1447
Debra Turner	5-(898)746-4069
Nancy Henderson	6-(514)128-9974
Kimberly Garza	7-(498)551-9803
Sarah Holmes	4-(005)943-7703
Michelle Morris	4-(157)507-6033
Katherine Young	7-(553)428-0062
Martha Wells	0-(639)159-2131
Ruby Bishop	0-(742)090-5226
Christina Lawson	4-(344)467-2924
Melissa Fields	5-(016)651-5418
Robin Gomez	1-(581)103-3283
Sara Spencer	2-(816)310-9590
Frances Freeman	4-(404)430-1598
Dorothy Kim	2-(451)178-7997
Robin Alvarez	2-(317)232-6052
Tina Harris	2-(640)177-3918
Diane Gardner	8-(540)838-0436
Kelly Cunningham	0-(699)164-7680
Judy Rodriguez	0-(387)800-9882
Paula Hernandez	5-(619)746-9115
Mildred Holmes	3-(974)813-9411
Virginia Mcdonald	7-(886)063-9032
Cynthia Lawrence	6-(977)677-8873
Susan Carter	8-(141)593-7530
Joyce Sanders	0-(305)883-3809
Frances Gibson	1-(214)918-0380
Kelly Henderson	8-(674)558-3302
Melissa Cox	2-(733)585-9109
Julia Ruiz	3-(530)024-8809
Annie Price	7-(221)298-0886
Jane Sanders	3-(150)366-1855
Pamela Gray	4-(382)676-4844
Brenda Elliott	8-(896)423-6270
Joan Sims	9-(404)429-1154
Alice Schmidt	1-(118)878-4795
Barbara Thomas	3-(497)010-2798
Susan Knight	3-(652)632-3324
Frances Romero	3-(521)391-7767
Shirley Sanchez	6-(720)193-3982
Bonnie Nichols	5-(188)443-5692
Anne Gilbert	4-(448)781-5230
Mary Armstrong	4-(103)490-8305
Ann Bennett	5-(551)753-7786
Bonnie Duncan	5-(829)171-6179
Pamela Gomez	7-(936)018-4358
Kelly Russell	4-(902)653-5799
Dorothy Owens	9-(447)984-8595
Rose Simpson	8-(681)953-9989
Maria Ross	8-(975)285-7134
Judith Hughes	0-(869)731-1417
Robin Rivera	2-(368)076-3294
Ruby Hudson	5-(875)197-9269
Norma Frazier	2-(258)919-1058
Deborah Howard	4-(710)410-1042
Wanda Washington	5-(427)087-5465
Debra Williams	1-(693)630-6477
Stephanie Austin	0-(289)012-6195
Julia Warren	0-(756)258-0583
Katherine Lawrence	6-(977)601-6942
Melissa Little	0-(442)808-5971
Carolyn Nguyen	2-(335)676-1720
Teresa Vasquez	7-(007)529-9881
Tina Parker	7-(868)293-8207
Jean Myers	4-(468)507-0555
Patricia Fisher	7-(354)450-2804
Carol Perez	9-(277)899-5302
Jennifer Franklin	4-(756)310-1828
Julia Jordan	0-(565)094-3744
Joan Carter	6-(826)138-2033
Wanda Burns	2-(969)035-1864
Jane Pierce	5-(838)694-4763
Janet Coleman	1-(089)354-1715
Judy Grant	2-(788)691-2105
Louise Cruz	5-(473)168-6764
Anne Vasquez	6-(185)753-1827
Doris Cruz	4-(105)888-0019
Phyllis Moreno	6-(879)438-6175
Mildred Gilbert	1-(338)627-3001
Mary Meyer	1-(766)195-6548
Anne Sims	4-(559)676-3935
Nicole Bishop	0-(465)269-8567
Jennifer Dixon	6-(408)896-3619
Linda Fowler	9-(927)454-2140
Sharon Jenkins	1-(924)292-4014
Cynthia Gomez	4-(423)453-6433
Catherine Mcdonald	7-(018)724-4441
Shirley Phillips	6-(779)928-8877
Diane Foster	2-(637)076-1284
Bonnie Moore	1-(758)922-4817
Martha Larson	3-(116)508-9638
Linda Elliott	5-(763)272-5119
Susan Sims	2-(559)323-8718
Diana Garrett	1-(473)670-6077
Betty Payne	0-(597)035-0063
Pamela Wheeler	6-(636)149-0512
Julie Boyd	6-(176)061-9359
Julia Jones	1-(535)549-3227
Lillian Greene	5-(497)854-2781
Maria Thompson	5-(872)021-3823
Sandra Anderson	4-(196)102-8229
Julia Owens	0-(280)870-7036
Ann Sanders	4-(532)635-6196
Catherine Wilson	8-(305)865-1570
Diana Hernandez	5-(373)941-8059
Jacqueline Gardner	4-(953)574-0142
Susan Hughes	0-(649)424-6421
Deborah Bell	2-(812)633-4010
Diana Tucker	5-(484)115-0535
Sara Scott	6-(126)785-1807
Rebecca Robinson	3-(841)904-6662
Katherine Lewis	9-(862)783-6882
Bonnie Moore	0-(960)995-4236
Betty Fields	9-(892)885-0908
Christina Hanson	6-(420)010-1978
Kathy Mitchell	5-(821)418-9325
Frances Patterson	7-(541)425-2476
Gloria Reyes	4-(399)965-1818
Cheryl Wells	9-(463)885-3842
Evelyn Bishop	4-(468)304-9968
Joan Johnston	3-(693)312-4610
Sharon Mason	0-(201)725-4493
Jennifer Walker	8-(383)869-6571
Karen Mccoy	6-(060)371-1096
Marie Stanley	9-(444)051-8025
Rose Hanson	3-(754)772-1064
Irene Bell	5-(875)006-4644
Judy Burns	8-(562)466-8903
Alice Fowler	3-(313)511-1621
Bonnie Sullivan	9-(443)939-7929
Catherine Duncan	7-(493)787-5911
Denise Arnold	3-(623)099-0750
Amy Watkins	8-(159)891-3298
Tina Woods	6-(002)447-1231
Sandra Snyder	9-(818)691-1201
Louise Garza	8-(042)899-5175
Kathleen Ferguson	9-(474)359-3640
Paula Jenkins	4-(068)588-6471
Joan Fields	7-(675)927-0571
Rachel James	9-(380)197-4684
Helen Patterson	2-(042)276-0856
Mildred Fields	9-(395)581-8998
Angela West	1-(346)936-5648
Donna James	9-(041)161-1280
Kelly Campbell	2-(136)796-8654
Kathryn Long	6-(062)422-8077
