Marilyn Hayes	6-(540)865-2507
Joan Garza	3-(112)331-6620
Pamela Washington	3-(393)990-0951
Frances Evans	4-(290)576-6439
Jane Myers	3-(391)258-3539
Ruby Morgan	7-(372)630-3293
Lillian Fowler	0-(977)520-5178
Sharon Castillo	0-(081)449-6593
Evelyn Larson	0-(288)168-0011
Laura Spencer	1-(941)403-5435
Emily Mitchell	9-(413)573-7237
Angela Hunter	0-(545)827-6722
Laura Wells	9-(672)890-4614
Virginia Fuller	0-(786)139-9424
Amy Bradley	0-(622)798-5307
Lillian Reynolds	2-(261)044-5616
Maria Hansen	8-(886)540-4962
Sara Bowman	1-(443)068-5783
Christine Garcia	2-(324)468-1424
Denise Cunningham	5-(815)691-4127
Elizabeth Gonzales	2-(453)163-4537
Cynthia Berry	9-(283)283-3935
Kathleen Gonzalez	7-(366)680-2484
Mildred Hunter	8-(862)608-0809
Anna Lawson	3-(585)134-2966
Kathleen Watson	8-(341)715-3838
Kimberly Schmidt	3-(206)599-1614
Karen Martinez	5-(204)812-7700
Christine Gutierrez	7-(440)852-1826
Kathryn Gardner	6-(186)169-8944
Kelly Marshall	2-(803)487-9045
Cynthia Wells	6-(164)551-8690
Kimberly Nguyen	2-(035)853-8734
Lori Ellis	0-(975)147-6939
Robin Franklin	9-(829)155-6809
Dorothy Barnes	4-(867)066-8158
Anne Reed	0-(989)334-6821
Gloria Berry	6-(660)135-7637
Irene Wheeler	7-(551)512-0348
Annie Garcia	1-(206)719-8336
Beverly Williamson	9-(742)135-4257
Amanda Fox	6-(529)067-2154
Bonnie Henry	0-(644)672-8079
Katherine Morris	5-(737)042-6447
Pamela Vasquez	3-(397)630-6507
Doris Wheeler	3-(001)628-5728
Julie Henry	5-(124)504-1413
Irene Richards	3-(429)139-5579
Rose Perkins	5-(587)631-8183
Janice Rose	1-(587)152-6674
Beverly Evans	1-(648)004-2374
Joan Shaw	2-(081)369-7415
Emily Hunt	7-(966)540-9216
Mary Morrison	3-(596)161-7468
Judith Sanders	0-(719)813-2611
Stephanie Collins	2-(151)170-3221
Nicole Grant	7-(228)117-5182
Rose Rice	7-(304)850-5404
Theresa Richardson	6-(318)095-9352
Barbara Fisher	3-(853)206-6731
Diana Anderson	1-(931)700-8985
Ruby Sanders	0-(700)000-7843
Dorothy Duncan	4-(727)505-8345
Julie Gomez	2-(045)207-5373
Melissa Harrison	1-(922)878-0002
Heather Graham	9-(818)241-2464
Janet Richards	5-(613)292-9035
Dorothy Wilson	5-(548)160-3010
Pamela Lee	8-(780)610-7373
Mary Watkins	4-(853)320-0622
Carol Fox	5-(649)768-4318
Wanda Rogers	5-(475)139-9951
Jessica Sanchez	0-(192)266-8800
Kathleen Banks	8-(555)318-9397
Lori Green	4-(442)638-7104
Marilyn Ramirez	4-(911)552-6646
Beverly Bennett	5-(682)905-2246
Jessica Long	3-(007)840-0076
Debra Jackson	8-(662)422-3706
Robin Gutierrez	4-(836)343-6306
Janice Myers	0-(081)618-1134
Paula Perry	0-(114)955-8524
Carolyn Wheeler	4-(600)592-1737
Beverly Bailey	5-(861)165-0705
Elizabeth Ramirez	9-(601)288-4340
Jean Gutierrez	1-(122)740-3998
Donna Tucker	1-(187)453-3654
Teresa Chapman	6-(658)944-8314
Phyllis Banks	0-(300)859-5985
Anne Lynch	9-(395)567-8510
Christine Peterson	2-(297)140-3957
Kathryn Kelley	4-(325)161-9095
Dorothy White	5-(842)546-7527
Julia Kim	8-(558)048-8385
Barbara Banks	5-(320)342-5058
Joyce Torres	2-(662)542-7531
Theresa Gibson	2-(553)684-3771
Robin Rogers	4-(303)709-0048
Lori Sanders	8-(944)347-1193
Tammy Bradley	3-(519)618-2582
Michelle Grant	2-(281)377-7980
Betty Marshall	6-(978)626-5266
Ruby Morales	2-(864)394-9009
Brenda Bailey	9-(830)848-7830
Dorothy Phillips	6-(490)486-2827
Lois Elliott	7-(004)308-0654
Irene Hart	7-(368)825-7805
Nancy Mccoy	5-(306)710-2808
Michelle Garza	2-(169)048-3406
Evelyn Adams	1-(565)456-9174
Helen Castillo	3-(745)857-6373
Rachel Williams	1-(768)249-8635
Debra Sullivan	3-(785)321-1251
Sarah Fox	8-(879)187-9850
Lori Kim	6-(018)860-4840
Patricia Moreno	5-(799)677-4536
Sandra Long	3-(061)838-8559
Emily Gardner	1-(315)548-9555
Julie Hudson	7-(006)255-9934
Beverly Wells	2-(199)124-2868
Ann Banks	8-(657)465-7035
Kathleen Perkins	7-(530)726-1443
Cynthia Chavez	3-(890)756-3556
Julia Thompson	4-(005)638-7113
Deborah Jackson	6-(825)493-6495
Kathy Ford	6-(568)275-5512
Amy George	1-(548)435-0973
Amy Nguyen	1-(140)087-0764
Stephanie Kennedy	1-(529)263-5040
Diana Moore	5-(685)994-7477
Sarah Montgomery	0-(280)017-4638
Evelyn Hart	3-(715)097-8750
Louise Hudson	4-(883)832-4561
Frances Wheeler	7-(400)057-0426
Betty Cruz	6-(553)014-6129
Joyce Medina	4-(444)688-2262
Karen Welch	3-(596)009-1720
Margaret Jones	1-(597)947-3496
Louise Baker	9-(764)879-1455
Karen Little	7-(678)586-7227
Evelyn Sullivan	1-(610)845-3595
Lori Barnes	4-(832)592-0528
Julie Andrews	9-(985)848-7913
Barbara Fox	5-(023)110-5852
Sharon Medina	4-(984)019-0636
Cynthia Mendoza	7-(933)546-8225
Lori Berry	0-(564)755-8627
Gloria Porter	2-(179)232-3956
Patricia Thomas	1-(193)690-8297
Rose Grant	5-(351)690-1477
Diana Boyd	5-(875)033-9671
Amanda Sims	5-(881)928-4215
Diane Wilson	5-(370)355-0341
Jacqueline Shaw	2-(113)104-6969
Betty Bowman	9-(815)200-7191
Kimberly Marshall	2-(628)629-0609
Margaret Cooper	8-(813)229-4814
Jane Robertson	6-(333)268-9750
Mildred Gonzales	1-(548)191-8815
Catherine Fox	7-(311)192-1310
Norma Cooper	2-(339)046-3213
Mildred Castillo	2-(660)093-1145
Lois Andrews	5-(393)179-6076
Janice Lane	7-(279)115-9403
Beverly Rose	7-(434)699-6104
Irene Lynch	9-(716)745-5151
Angela Hudson	0-(570)707-5066
Teresa Hansen	9-(210)278-0831
Lori Torres	0-(458)914-7645
Kathy Chavez	2-(566)764-4022
Phyllis Cole	7-(552)778-8153
Kathleen Scott	4-(183)107-8030
Debra Rodriguez	3-(573)054-2007
Lisa Nelson	4-(393)457-5373
Joan Duncan	2-(375)724-5807
Christine Willis	6-(963)971-9724
Christine Meyer	4-(879)135-7162
Emily King	6-(250)277-5101
Carolyn Simmons	3-(805)675-4172
Carolyn Holmes	8-(264)755-5337
Lillian West	3-(462)160-4789
Katherine Robertson	7-(298)971-3495
Joyce Davis	4-(332)867-0924
Shirley Ford	2-(605)616-4147
Gloria Warren	5-(232)608-3951
Frances Jones	0-(613)806-6509
Stephanie Gibson	6-(541)144-3721
Norma Wilson	8-(389)168-1567
Rebecca Allen	0-(167)222-6053
Ruth Ward	9-(042)643-0191
Sandra Kim	3-(027)480-7515
Kelly Fisher	4-(327)466-2139
Bonnie Ortiz	1-(471)151-3260
Betty Diaz	8-(373)774-2028
Sharon Johnston	2-(040)011-8000
Patricia Ferguson	7-(323)294-0271
Debra Pierce	8-(521)350-2673
Paula Anderson	4-(754)701-6380
Jean Price	5-(734)875-8945
Catherine Stewart	3-(316)941-1722
Debra Hill	3-(392)935-3841
Lois Morrison	9-(778)923-6981
Julie Schmidt	7-(950)754-4529
Louise Lee	5-(640)868-2775
Angela Harvey	6-(412)331-7732
Linda Patterson	7-(963)983-1202
Maria Morris	0-(480)833-7167
Bonnie Stewart	2-(775)311-0853
Deborah Wright	4-(108)402-7253
Linda Hill	9-(572)531-8252
Kimberly Payne	4-(366)858-8814
Melissa Austin	9-(961)352-3376
Theresa Hawkins	9-(001)159-0515
Debra Rivera	4-(627)692-3845
Sharon Wood	5-(299)905-2040
Mary Mills	0-(062)524-5936
Donna Evans	2-(968)336-0896
Gloria Chavez	1-(258)330-9334
Angela Miller	5-(113)974-6657
Patricia Brooks	9-(730)398-8758
Deborah Garrett	5-(052)278-6384
Marie Richardson	5-(553)467-7369
Karen Holmes	9-(122)347-1417
Debra Payne	1-(617)208-4289
Joyce Boyd	0-(773)707-5424
Carol Evans	5-(386)183-2819
Denise Fox	2-(261)808-8674
Wanda Robertson	5-(564)927-1541
Jane Frazier	6-(257)730-6485
Jean Matthews	7-(488)391-4550
Louise Gonzales	8-(426)762-6401
Rose Sullivan	3-(560)089-3973
Judith Martinez	7-(451)376-8558
Amy Wheeler	9-(667)609-9517
Tammy Mills	7-(089)739-2120
Anna Bryant	8-(543)387-3944
Louise Brooks	6-(212)465-6089
Louise Griffin	0-(009)671-7732
Michelle Owens	4-(308)599-2427
Mildred Sims	4-(457)820-7344
Laura Lawrence	0-(293)518-0368
Christine Hart	6-(691)879-2232
Sara Perry	9-(175)296-4506
Sharon Larson	0-(486)610-3162
Kathy Simpson	2-(313)059-7769
Deborah Black	2-(079)984-8831
Shirley Carter	6-(172)263-0054
Anna Jordan	7-(426)206-5292
Teresa Richards	2-(643)541-9068
Wanda Stevens	6-(760)306-0772
Judith White	7-(721)158-3100
Gloria Evans	2-(229)977-9553
Amy Burton	2-(645)893-0609
Amy Freeman	5-(746)716-6254
Joan Rodriguez	2-(359)494-8269
Pamela Wells	8-(368)279-6311
Cynthia Wright	9-(093)111-3939
Jacqueline Clark	2-(483)234-1819
Sharon Stone	2-(048)080-0522
Catherine Lewis	8-(333)341-2412
Martha Ryan	1-(575)826-3087
Norma Johnston	1-(595)767-3499
Linda Mitchell	1-(858)298-6433
Amy Jackson	9-(522)277-1528
Marie Hunt	9-(852)830-5899
Janice Griffin	3-(984)507-3211
Emily Thompson	5-(510)425-1728
Debra Kim	1-(767)204-9432
Anna Roberts	3-(188)567-4859
Julia Riley	9-(942)583-7953
Frances Mitchell	7-(080)686-7006
Annie Hill	7-(961)607-9387
Beverly Mccoy	2-(393)989-8496
Lori Stewart	2-(558)085-4228
Mary Scott	3-(448)027-3940
Ashley Cooper	0-(902)591-7692
Rebecca Lee	6-(216)071-0778
Melissa Ellis	2-(906)912-8150
Maria Elliott	8-(643)523-9018
Emily Hansen	0-(088)912-5802
Teresa Hawkins	4-(522)091-1772
Katherine Myers	2-(249)433-4898
Rebecca Gomez	1-(193)783-7431
Theresa Bishop	4-(727)850-7193
Margaret Armstrong	8-(175)457-7898
Margaret Burke	6-(609)669-3885
Denise Wilson	6-(473)168-0038
Anna Riley	0-(892)752-2496
Carol Young	9-(229)188-6846
Virginia Lawson	2-(921)130-8937
Catherine Sanchez	2-(456)264-5696
Ashley Martin	2-(062)364-4983
Rebecca Rodriguez	7-(356)009-0067
Mary Austin	2-(714)244-2279
Marilyn Webb	5-(870)960-9441
Janice Richards	0-(682)704-1642
Pamela Perez	3-(332)076-5326
Rachel Daniels	4-(496)673-7992
Melissa Howell	9-(754)090-8584
Deborah Cooper	3-(206)662-5910
Louise Fowler	0-(610)428-1627
Diane Spencer	8-(372)023-5571
Janice Garza	1-(449)884-7887
Tina Lopez	2-(025)770-3134
Jennifer Bishop	6-(561)530-9913
Jennifer Simmons	1-(521)833-0871
Andrea Russell	9-(406)472-1323
Kelly Reyes	0-(864)210-1611
Kathy Johnston	4-(428)877-8017
Debra Davis	3-(316)330-0477
Maria Moore	6-(781)431-0721
Margaret Wagner	3-(776)944-0643
Amanda Hamilton	0-(688)905-8724
Teresa Morgan	8-(387)596-7713
Catherine Marshall	7-(145)068-2316
Carolyn Reed	6-(710)718-8855
Irene Wheeler	4-(690)220-8716
Kathleen Carr	4-(421)261-5661
Jessica Harrison	6-(771)985-1817
Paula Watkins	8-(640)674-8699
Nancy Andrews	8-(571)554-2981
Judy Phillips	6-(610)358-6419
Brenda Meyer	8-(342)928-4286
Sarah Payne	6-(156)044-3105
Michelle Cook	8-(043)104-9123
Lisa Richards	5-(430)844-3568
Rose Adams	3-(338)652-1081
Cynthia Campbell	9-(758)196-2320
Alice Knight	6-(284)676-9383
Susan West	8-(747)279-6132
Theresa Fox	1-(231)683-3705
Tammy Burns	3-(947)793-9933
Frances Gray	0-(088)639-5134
Joyce Diaz	2-(470)901-1352
Stephanie Gardner	6-(930)922-2052
Jessica Rice	0-(959)948-2339
Julia Grant	0-(036)431-2526
Cheryl Rogers	4-(915)147-5804
Teresa Williamson	2-(000)466-1186
Amanda Schmidt	2-(099)619-1009
Jane Fisher	3-(078)838-9111
Katherine Crawford	9-(303)492-5561
Alice Ryan	7-(214)739-7901
Patricia Roberts	6-(357)549-1549
Jessica Price	5-(130)859-6864
Irene Nichols	8-(372)862-8034
Louise Long	8-(639)902-2996
Maria Thompson	7-(831)325-8697
Annie Robinson	1-(573)825-0939
Lois George	4-(598)446-6021
Evelyn Williamson	9-(348)012-4604
Heather Garza	7-(558)843-2310
Deborah Ramos	0-(423)629-7657
Jacqueline Harvey	7-(247)173-5067
Brenda Barnes	4-(810)585-4455
Robin Fields	3-(821)525-1878
Gloria Foster	0-(734)663-8457
Jean Reynolds	1-(871)239-6544
Robin Jenkins	9-(689)815-8246
Robin Berry	2-(971)362-9344
Carol Williams	1-(362)442-1937
Helen Edwards	2-(675)218-6487
Jane George	2-(890)219-7116
Jennifer White	4-(261)323-6337
Tammy Duncan	6-(296)121-1842
Andrea Rogers	8-(713)880-8268
Virginia Harris	9-(336)057-4258
Andrea Simpson	7-(772)604-4246
Linda Lynch	6-(319)332-0540
Julie Andrews	9-(704)128-7460
Kathy Jacobs	7-(119)125-8172
Debra Ramos	4-(479)084-1129
Joyce Garrett	1-(468)143-9340
Frances Edwards	0-(452)861-6320
Kathleen Martin	1-(474)177-5720
Jacqueline Stanley	1-(710)893-1016
Rachel Riley	6-(464)855-2996
Catherine Hughes	6-(702)222-2386
Lisa Hall	3-(433)421-5222
Lois Morrison	3-(130)762-9349
Ruby Flores	5-(337)379-8362
Jane Taylor	7-(863)676-8907
Virginia Green	0-(114)888-5121
Angela Stone	1-(997)747-2621
Lois Ruiz	4-(708)487-6516
Ruby Graham	5-(233)026-8679
Anna Stone	6-(532)434-5290
Cheryl Harris	1-(333)238-4938
Barbara Shaw	8-(841)602-3135
Nancy Boyd	2-(859)949-8475
Beverly Dean	5-(947)886-5801
Lori Bowman	2-(232)272-5631
Christine Sanders	1-(050)667-8998
Carolyn Andrews	3-(683)004-7146
Betty Wagner	4-(579)265-9472
Christine Shaw	5-(088)262-0584
Beverly Johnson	4-(587)264-3364
Lois Brown	8-(947)181-0821
Lillian Palmer	3-(161)530-5051
Andrea Fernandez	3-(252)626-9066
Donna Smith	8-(522)990-1711
Tammy Stephens	9-(530)261-4153
Shirley Hayes	2-(037)540-7817
Cynthia Arnold	6-(923)023-5129
Irene Hill	0-(448)974-2816
Joyce Porter	3-(159)024-1872
Melissa Ramirez	8-(385)950-4946
Brenda Richardson	1-(332)588-7975
Deborah Medina	2-(201)689-0780
Andrea Kelly	3-(292)864-6142
Ruby Webb	8-(476)145-8000
Lori Montgomery	5-(202)365-7656
Marie Thomas	6-(654)610-9208
Stephanie Kennedy	9-(507)137-2416
Carolyn Simmons	0-(035)071-6100
Diana Chavez	8-(341)638-3500
Julia Stone	4-(260)868-5046
Jessica Marshall	0-(838)060-1206
Evelyn Welch	5-(841)977-5897
Nancy Fisher	1-(517)209-9387
Cynthia Long	5-(509)434-4474
Anna Gomez	2-(782)259-2388
Susan Gonzalez	6-(198)574-7266
Elizabeth Grant	4-(436)371-4338
Carolyn Nichols	3-(305)361-4784
Marilyn White	5-(892)255-1185
Ruby Burke	3-(936)300-8952
Janet Bryant	2-(485)975-8548
Janet Sullivan	0-(851)877-8777
Sharon Warren	5-(491)500-4347
Denise Williamson	2-(661)399-0884
Paula Richardson	5-(089)748-0619
Katherine Hamilton	2-(603)385-3461
Patricia Wright	7-(887)351-7576
Heather Howell	5-(330)399-8331
Ruth Reid	0-(446)729-9288
Frances Chavez	2-(189)935-8660
Judy Lawrence	9-(857)939-1611
Paula Romero	0-(713)241-6451
Amanda Jenkins	0-(001)455-9715
Debra Jackson	8-(259)164-1885
Lori Lawson	3-(096)121-2382
Laura Carr	2-(622)420-2968
Irene Olson	6-(856)938-1961
Elizabeth Howell	9-(358)394-3682
Deborah Franklin	3-(718)881-3982
Ruby Cook	9-(383)754-6880
Joan Powell	9-(289)046-4464
Lori Robinson	9-(808)353-0272
Tina Knight	2-(070)086-9052
Lillian Perkins	2-(697)342-9327
Diana Powell	7-(002)153-3283
Rose Castillo	5-(193)434-8241
Phyllis Alexander	3-(334)558-1801
Amy Lane	5-(074)456-2558
Anne Gordon	6-(321)097-5048
Julia Flores	3-(801)970-6612
Anna Gibson	9-(511)041-9948
Michelle Fowler	4-(383)933-3008
Anne Kennedy	6-(147)247-1416
Rebecca Greene	5-(968)689-9525
Teresa Bradley	5-(192)536-2806
Christina Ward	6-(324)259-5804
Rose Nguyen	8-(561)350-9980
Kathy Alexander	0-(467)263-9760
Kelly Barnes	3-(597)601-7427
Phyllis Martin	6-(472)539-9414
Theresa Burton	8-(285)878-4549
Diane Sullivan	9-(202)967-4009
Sarah Coleman	5-(205)026-8030
Anna Hernandez	5-(931)160-6488
Jane Pierce	8-(895)275-1388
Carolyn Lawrence	8-(970)223-6888
Ruby Cruz	8-(208)862-7758
Theresa Greene	1-(027)139-9110
Elizabeth Morris	5-(836)044-4868
Karen Reyes	5-(811)969-0875
Christine Cole	6-(084)231-7508
Brenda Alvarez	6-(481)957-8031
Cynthia Rogers	6-(055)311-0002
Jacqueline Butler	4-(376)290-9658
Betty Henderson	8-(457)550-8474
Alice Williams	9-(284)085-8767
Michelle Jackson	9-(552)775-9513
Ann Dean	5-(547)071-7779
Deborah Armstrong	4-(827)960-2509
Stephanie Stewart	0-(977)134-8802
Martha Reed	8-(948)660-2076
Linda Carpenter	5-(278)643-8781
Paula Watson	5-(820)025-9615
Lillian Austin	7-(164)111-9128
Lisa Collins	8-(587)304-0169
Betty Wheeler	5-(735)523-2613
Helen Hayes	3-(986)561-4037
Melissa Jacobs	2-(487)792-0029
Carol Kim	8-(653)119-9008
Maria Lawrence	0-(995)795-0257
Catherine Garrett	1-(510)448-7587
Anna Burns	8-(499)544-6849
Dorothy Simmons	2-(041)262-8305
Sara Mills	6-(521)288-2122
Nancy Russell	7-(782)990-8175
Sandra Perkins	3-(896)142-9782
Lillian Ward	3-(594)420-6679
Kelly Hudson	6-(138)939-0982
Margaret Robinson	9-(682)250-0493
Diana Adams	3-(281)958-5999
Ruth Diaz	0-(562)978-6391
Louise Frazier	7-(210)339-1263
Judith Dunn	0-(885)688-8188
Pamela Palmer	8-(534)537-7625
Diana Hudson	4-(619)002-4481
Sarah Little	6-(479)944-6730
Jean Marshall	1-(399)044-0768
Amy Gutierrez	1-(576)383-2662
Jacqueline Evans	8-(305)596-1351
Jane Fernandez	3-(789)198-0129
Tina Fernandez	4-(825)001-9324
Jane Holmes	3-(960)487-8056
Janice Harris	6-(958)659-3751
Karen Price	1-(636)262-2429
Martha Fields	6-(744)437-7734
Stephanie Wilson	2-(444)662-8824
Dorothy Mitchell	5-(657)171-2303
Brenda Hunt	8-(047)852-7516
Linda Perez	7-(159)106-1419
Laura Black	1-(687)816-5542
Jacqueline Romero	9-(151)552-0459
Jennifer Thomas	4-(410)708-9236
Sandra Mason	8-(209)748-3553
Karen Duncan	2-(779)219-5601
Sandra Ortiz	3-(185)505-8145
Marilyn Kelley	7-(524)220-5066
Lillian Ross	2-(659)606-8318
Amy Ryan	5-(669)722-3489
Bonnie Shaw	3-(619)924-3725
Phyllis Fernandez	8-(044)745-7463
Marie Howell	3-(170)737-8836
Ruth Williams	5-(684)466-3808
Pamela Simmons	2-(914)105-2341
Nancy Ellis	9-(619)868-9893
Julia Gilbert	9-(530)076-8263
Donna Collins	7-(770)680-1888
Jean Green	0-(256)469-6961
Linda Berry	6-(506)964-0375
Helen Cook	3-(465)911-3300
Sandra Jones	7-(990)725-9885
Emily Wright	6-(743)501-8444
Rebecca Jackson	7-(981)515-2836
Kathryn Larson	7-(812)540-0748
Marilyn Tucker	3-(140)644-0997
Jean Austin	2-(781)563-2378
Norma Carpenter	4-(076)887-3290
Beverly Franklin	3-(950)910-6685
Judith Barnes	1-(797)515-0281
Martha Little	2-(526)225-5517
Nicole Howell	8-(075)770-2361
Janice Schmidt	5-(219)294-5629
Mary Baker	2-(688)623-0409
Rose Owens	2-(353)825-9191
Donna Little	7-(237)324-3508
Mildred Wells	6-(994)258-2149
Marilyn Lane	9-(194)519-2686
Heather Sanders	7-(762)903-2057
Ruth Garza	2-(802)113-5276
Joan Wheeler	1-(825)089-9463
Lillian Kennedy	0-(549)946-4469
Jessica Warren	1-(459)712-2364
Jessica Berry	8-(425)941-6086
Maria Butler	9-(097)519-3975
Diana Porter	0-(127)473-1828
Janice Hansen	4-(535)893-2444
Jane Daniels	7-(448)504-7295
Sarah Williams	1-(578)130-6956
Sandra Young	8-(696)901-7000
Sharon Watson	9-(924)647-8208
Theresa Long	2-(752)310-4647
Evelyn Wilson	2-(335)154-6274
Frances Hansen	2-(726)982-7600
Theresa Fisher	2-(630)945-7959
Paula Powell	6-(362)966-5731
Anne Collins	5-(711)312-7339
Nancy Carter	5-(356)592-2963
Christine Medina	2-(355)976-0834
Margaret Hamilton	0-(877)556-2332
Frances Rogers	8-(648)602-4502
Rachel Harrison	8-(459)107-2020
Sarah Smith	2-(191)352-9980
Mildred Russell	0-(214)912-7657
Doris Brooks	1-(819)600-9534
Betty Williamson	4-(509)961-9027
Sharon Castillo	4-(155)429-4093
Paula Warren	5-(721)159-3233
Nicole West	9-(486)174-6278
Rebecca Stevens	8-(911)311-3695
Tammy Franklin	4-(714)320-3215
Beverly Fernandez	8-(228)801-5367
Evelyn Henderson	5-(230)254-4001
Wanda Jackson	3-(852)488-1194
Wanda Williams	9-(792)244-2497
Janet Robinson	2-(901)609-6363
Kimberly Garrett	6-(718)426-2383
Pamela Miller	4-(661)090-2706
Joan Turner	6-(512)261-2676
Norma Hudson	8-(824)604-9059
Barbara Gilbert	9-(858)136-2860
Heather Walker	3-(647)722-5925
Amy Bryant	3-(213)105-7510
Evelyn Hunt	4-(458)177-2525
Cheryl Hunt	7-(583)089-9018
Marie Fernandez	6-(196)273-1915
Marilyn Mitchell	4-(016)664-5857
Beverly Robinson	3-(883)402-3786
Jacqueline Watson	3-(743)812-7157
Bonnie Allen	7-(319)023-3221
Ann Ortiz	7-(070)359-2514
Rose Stone	9-(169)449-8450
Diane Bishop	1-(104)304-6905
Cheryl Mccoy	4-(637)702-2878
Judy Riley	3-(854)703-3117
Angela Palmer	1-(859)209-8664
Christine Peterson	4-(536)797-6951
Doris Thompson	2-(370)185-9447
Maria Gomez	8-(540)215-3273
Lori Nguyen	8-(268)005-3095
Linda Andrews	7-(910)152-3198
Heather Burke	1-(813)210-9049
Paula Johnson	5-(273)953-4008
Virginia Mason	9-(684)728-5693
Carolyn Ray	3-(395)012-8706
Jean Williamson	9-(549)633-2368
Emily Mitchell	3-(663)995-3301
Nancy Hart	6-(967)211-1235
Evelyn Carr	5-(074)378-4552
Stephanie Stanley	4-(574)120-2217
Angela Washington	0-(215)436-4957
Michelle Moreno	7-(443)121-6767
Dorothy Owens	9-(168)711-4890
Diane Jenkins	0-(892)146-9890
Marie Allen	4-(356)193-0822
Lori Kennedy	9-(152)943-1455
Tammy Kim	0-(635)746-4723
Doris Olson	5-(889)779-0425
Beverly Harris	7-(316)155-9255
Heather Austin	5-(252)220-8569
Sandra Jacobs	0-(510)607-2260
Jessica Gilbert	8-(268)349-0307
Annie Duncan	0-(618)648-2316
Denise Frazier	9-(316)469-4318
Marie Garcia	7-(844)108-6939
Debra Phillips	8-(370)721-1484
Elizabeth Collins	2-(390)954-3665
Helen Cook	0-(226)865-4108
Dorothy Coleman	9-(890)693-4627
Brenda Peterson	9-(710)051-7974
Emily Mitchell	2-(891)924-2809
Ruby Taylor	3-(926)548-4365
Irene Young	7-(127)048-7980
Jennifer Gomez	0-(405)348-2426
Jennifer Bowman	8-(552)986-0898
Louise Bradley	5-(862)126-9103
Shirley Gibson	3-(371)985-2372
Laura Woods	4-(296)351-8548
Karen Webb	8-(947)898-8002
Lois Vasquez	6-(344)264-2387
Ann Greene	6-(215)666-9713
Amy Harris	6-(498)168-3460
Linda Stanley	0-(810)818-9171
Patricia Wells	4-(079)295-0734
Wanda Nguyen	7-(132)855-7312
Shirley Fox	0-(070)151-3648
Sara Watkins	5-(173)927-5633
Amy Spencer	0-(622)566-0899
Ashley Rice	7-(015)431-2292
Linda Miller	0-(759)082-0814
Cheryl Gray	0-(819)766-1523
Heather Payne	2-(406)543-8142
Andrea Mitchell	8-(132)010-1926
Christina Porter	4-(706)912-5852
Evelyn Young	1-(577)631-5314
Lori Mccoy	0-(137)352-8628
Karen Hunter	9-(107)543-8603
Ann Schmidt	5-(457)658-3280
Paula Butler	0-(608)823-6271
Angela Russell	2-(214)921-4741
Julia Hansen	6-(459)537-8636
Kathleen Bishop	2-(278)518-2104
Janet Roberts	2-(273)199-5981
Andrea Myers	9-(683)752-9272
Susan Perry	3-(628)908-2389
Judith Carter	3-(404)682-3469
Robin Porter	4-(381)610-5752
Evelyn Gutierrez	8-(391)389-2940
Beverly Jenkins	6-(692)911-4982
Kathryn Bailey	3-(295)382-7921
Sharon Miller	7-(237)500-6891
Amanda Oliver	1-(153)244-1109
Donna Bryant	9-(054)049-2247
Dorothy Ruiz	5-(054)940-2695
Barbara Hanson	8-(557)896-4706
Rose Simpson	1-(575)506-7889
Doris Perry	4-(725)097-6568
Heather Moore	1-(157)046-7857
Emily Foster	8-(795)003-5510
Maria Matthews	2-(903)956-2957
Amanda Jenkins	9-(477)394-1179
Barbara Torres	5-(353)016-3933
Irene Pierce	4-(965)617-6636
Lisa Daniels	0-(101)490-3624
Ashley Murphy	0-(648)397-9113
Deborah Lawrence	8-(048)195-7395
Christina Weaver	1-(760)083-0762
Lori Chavez	5-(629)468-4075
Virginia Shaw	6-(578)226-8051
Lori Cruz	7-(251)927-1961
Beverly Myers	1-(606)700-0093
Frances Hughes	9-(789)801-5655
Anne Oliver	9-(290)699-4586
Irene Roberts	8-(579)804-3729
Margaret Robertson	4-(506)961-1118
Kathy Hansen	8-(396)143-3332
Barbara Chavez	1-(388)267-4923
Helen Garcia	5-(043)845-2069
Ruth Webb	7-(264)044-5529
Katherine Martinez	3-(490)572-4595
Susan Warren	4-(453)371-0429
Kelly George	7-(214)349-4257
Beverly Parker	6-(603)889-8587
Judy Cole	7-(923)291-4429
Lillian Carr	2-(690)576-3494
Christina Martinez	9-(877)721-4336
Emily Martinez	0-(831)859-8394
Margaret Perez	5-(873)436-9273
Lisa Peters	0-(075)459-3511
Sara Hawkins	4-(954)477-1769
Lois Rose	0-(292)425-0939
Irene Adams	7-(368)465-3962
Doris Wagner	7-(643)504-3970
Ruth Meyer	1-(951)955-8910
Patricia Hart	8-(794)039-3221
Kimberly Woods	0-(951)778-1097
Amanda Phillips	0-(923)339-5337
Janet Martin	8-(195)558-5074
Christina Kelly	7-(588)827-3818
